,Tweet,Result Prediction,text_preprocessed
1970,"Said iqbal 2x nyaleg dr PKS, gagal melaju. Makanya bikin partai sendiri biar seru https://t.co/oID7VMjLRn",Neutral,"['said', 'iqbal', 'kali', 'nyaleg', 'pk', 'gagal', 'melaju', 'bikin', 'partai', 'biar', 'seru']"
1971,"@syd2159 Live Chat siap bantu Keluhan transaksi Kamu: Buka App DANA, Pilih History/Riwayat, Pilih transaksi yg mau dilaporin, Pilih CHAT

Keluhan Akun Premium: Buka aplikasi DANA, Pilih Me/Saya, Klik ket Alasan Gagal/Reason Failed,  Klik menu CHAT

Keluhan lainnya email ke help@dana.id",Neutral,"['live', 'chat', 'bantu', 'keluhan', 'transaksi', 'buka', 'app', 'dana', 'pilih', 'historyriwayat', 'pilih', 'transaksi', 'dilaporin', 'pilih', 'chat', 'keluhan', 'akun', 'premium', 'buka', 'aplikasi', 'dana', 'pilih', 'mesaya', 'klik', 'ket', 'alasan', 'gagalreason', 'fail', 'klik', 'menu', 'chat', 'keluhan', 'email', 'helpid']"
1972,@icebern_ Oiya aku barusan coba lagi juga gagal :(,Neutral,"['oiya', 'barusan', 'coba', 'gagal']"
1973,@deenAlRijal Sama lah gagal 🥲,Neutral,['gagal']
1976,duh gue kagi mau ngegalau jadi sadgirl malah gagal anjir liat notif wa https://t.co/9c7lHxbixT,Neutral,"['duh', 'gue', 'kagi', 'ngegalau', 'sadgirl', 'gagal', 'anjir', 'lihat', 'notif', 'wa']"
1977,"@riansukki Kak Caca, mohon maaf atas ketidaknyamanannya. Untuk langkah awal sebelumnya sudah Raka bantu refresh dari sistem namun gagal. Untuk proses lebih lanjut silakan informasikan:

1. Mengalami gangguan jaringan IndiHome dari pukul berapa?",Positive,"['kak', 'caca', 'mohon', 'maaf', 'ketidaknyamanannya', 'langkah', 'raka', 'bantu', 'refresh', 'sistem', 'gagal', 'prose', 'silakan', 'informasikan', 'mengalami', 'gangguan', 'jaringan', 'indihom']"
1978,@aenoraen gagal dapet nya padahal dah 2k :(,Neutral,"['gagal', 'nya', 'deh']"
1979,Pengennya malem ini pelukan sayang sayangan gagal udah 😅,Neutral,"['pengennya', 'malam', 'pelukan', 'sayang', 'sayangan', 'gagal']"
1980,Lek gagal nang gunung kyk e rene ae lah  wqwq https://t.co/Hcisq3f2QV,Neutral,"['lek', 'gagal', 'nang', 'gunung', 'kayak', 'e', 'rene', 'wqwq']"
1981,@mrlinializm wes mulai durung?,Positive,"['we', 'durung']"
1982,"@mitudd 😷😷😷

Sempet hampir ngalamin kaya gini 1-2 taun lalu. Untungnya si petugas ga yakin nusuk jarum dan manggil seniornya dulu untuk bantuan.

Abis selese donor orangnya kusemangatin si supaya pede.

Tp kalo liat yg ini si kebangetan jg si

*Tau rasanya gagal nginfus+ngambil darah",Neutral,"['ngalamin', 'kayak', 'untungnya', 'sih', 'petuga', 'menusuk', 'jarum', 'manggil', 'seniornya', 'bantuan', 'habi', 'seles', 'donor', 'orangnya', 'kusemangatin', 'sih', 'percaya', 'kalo', 'lihat', 'sih', 'kebangetan', 'sih', 'tau', 'gagal', 'nginfusngambil', 'darah']"
1983,"ꦮꦶꦱ꧀ꦤꦸ 
Terngenes tapi yang pojok bawah kanan ndak ngenes amat, beda dengan dua pasangan lain. 

Yang satu gagal nikah tapi punya anak walau akhirnya modar.
Yang satu cinta terlarang.
Yang satunya belum tahu, ruweeet. https://t.co/lerzoaXyzR",Neutral,"['terngen', 'pojok', 'kanan', 'indak', 'ngene', 'beda', 'pasangan', 'gagal', 'nikah', 'anak', 'modar', 'cinta', 'terlarang', 'satunya', 'ruweeet']"
1984,"Aku berpikir tentang apa rencana tuhan di tahun ini. Dengan mendatangkan orang baru, apakah itu sebuah rencana untuk sejenak melupakan mu atau benar benar lupa dengan mu.",Neutral,"['berpikir', 'rencana', 'tuhan', 'orang', 'rencana', 'melupakan', 'mu', 'lupa', 'mu']"
1985,kita tidak akan pernah gagal selama tidak benar benar berhenti. https://t.co/QGCLUPBqwl,Neutral,"['gagal', 'berhenti']"
1986,"Belum pernah nonton filmnya, tapi selalu nangis kalau liat gambarnya atau cuplikannya, selalu gagal kalau mau nonton nih film karna selalu nangis duluan kalau mau nonton. 🥲 https://t.co/kQIUGrOC6D",Neutral,"['menonton', 'filmnya', 'menangi', 'lihat', 'gambarnya', 'cuplikannya', 'gagal', 'menonton', 'nih', 'film', 'menangi', 'duluan', 'menonton']"
1987,@sanflawers_ Bumbu mahmudah apapun itu emang gapernah gagal sih menurutku,Neutral,"['bumbu', 'mahmudah', 'apapun', 'gagal', 'sih', 'menurutku']"
1988,"Maafkanlah sikapmu ketika kamu tengah gagal meraih mimpi, percayalah aka nada banyak mimpi yang lebih besar dan lebih baik dari mimpi yang pernah kamu rancang sebelumnya.”",Positive,"['maafkanlah', 'sikapmu', 'gagal', 'meraih', 'mimpi', 'percayalah', 'aka', 'nada', 'mimpi', 'mimpi', 'rancang']"
1989,"Aku baca webtoon hari ini dan aku ketemu kalimat 
""Berikan kesempatan pada dirimu sendiri untuk gagal sehingga kamu bisa mendapat banyak pengalaman dari membuat banyak kesalahan.""
Pada saat aku takut mencoba dan gagal Allah memberikan 1 kalimat dari webtoon yg ku baca masyaAllah",Neutral,"['baca', 'webtoon', 'ketemu', 'kalimat', 'kesempatan', 'dirimu', 'gagal', 'pengalaman', 'kesalahan', 'takut', 'mencoba', 'gagal', 'allah', 'kalimat', 'webtoon', 'ku', 'baca', 'masyaallah']"
1990,"Saat kamu membantu orang lain, kamu sedang menginvestasikan harta yang berharga untuk masa depanmu ;). Gagal / Sukses",Neutral,"['membantu', 'orang', 'menginvestasikan', 'harta', 'berharga', 'depanmu', 'gagal', 'suks']"
1991,@kiyoormi kan wording kakak engga pernah gagal kan. 😼,Neutral,"['word', 'kakak', 'gagal']"
1992,"@convomfs nder gue laki, sumpah gpp bgt kalo lu merasa lebih cantik ber-makeup, wajar anjjjjj, 2023 gausa dengerin pemikiran kolot gitu.",Positive,"['nder', 'gue', 'laki', 'sumpah', 'apa-apa', 'banget', 'kalo', 'lu', 'cantik', 'bermakeup', 'wajar', 'anjjjjj', 'mendengarkan', 'pemikiran', 'kolot']"
1993,@sadamgavin @idextratime @siphillipssport Transfer gagal jilid 2,Neutral,"['transfer', 'gagal', 'jilid']"
1994,menang rate off 🥹🫰🏼ak gagal dpt kamo awalnya tp akhirnya dapet hue lofyu https://t.co/UqJbJOzOJG,Neutral,"['menang', 'rate', 'off', 'gagal', 'hue', 'lofyu']"
1995,"@kdrama_menfess Style cewe nya gk pernah gagal, keren² mana cantik pula😍🥺",Neutral,"['menfess', 'style', 'cewek', 'nya', 'gagal', 'keren', 'cantik']"
1996,@kariva Otw gagal,Neutral,"['otw', 'gagal']"
1997,Tekanan darah tinggi kronis merupakan salah satu penyebab paling umum terjadinya gagal ginjal akut pada laki-laki dan perempuan dewasa.,Neutral,"['tekanan', 'darah', 'kroni', 'salah', 'penyebab', 'gagal', 'ginjal', 'akut', 'lakilaki', 'perempuan', 'dewasa']"
1998,"Target yg gagal di tahun kemarin di Tahun ini harus tercapai, dan Satu persatu keinginan semoga bisa terwujud.",Neutral,"['target', 'gagal', 'kemarin', 'tercapai', 'persatu', 'semoga', 'terwujud']"
1999,"gulang-guling gulang-guling, besok senennnnnnnn, gak siap gw masih baper berat wkwkwkwk",Neutral,"['gulanggul', 'gulanggul', 'besok', 'senennnnnnnn', 'gue', 'bawa', 'perasaan', 'berat', 'wkwkwkwk']"
2000,"@loyalavn Titan Leto tuh ibunya Artemis sama Apollo 😭
Bukan si kembar Joo maksudnya aku 😭😭😭
Gagal paham ya? Wkwkwk. 
BTW, Artemis sama Apollo itu dewa-dewi Yunani yang kembar.",Positive,"['titan', 'leto', 'tuh', 'ibunya', 'artemi', 'apollo', 'sih', 'kembar', 'joo', 'maksudnya', 'gagal', 'paham', 'ya', 'wkwkwk', 'btw', 'artemi', 'apollo', 'dewadewi', 'yunani', 'kembar']"
2001,@sukristyn 🤣🤣🤣 gagal fokus dong ama bocil,Neutral,"['gagal', 'foku', 'bocil']"
2003,Nak kurangkan kopi tapi 1st day of new year dah gagal sbb ada promo rm1 for 2nd cup hahhaaha takpe next coffee at least 4 days later,Neutral,"['nak', 'kurangkan', 'kopi', 'st', 'day', 'of', 'new', 'year', 'deh', 'gagal', 'promo', 'rm', 'for', 'indak', 'cup', 'hahhaaha', 'takp', 'next', 'coffe', 'at', 'least', 'day', 'later']"
2004,@pln_123 mon isi token gagal terus kenapa ya?,Neutral,"['mon', 'isi', 'token', 'gagal', 'ya']"
2005,@itsyourjoyy Cute bngett.. hitam gk prnh gagal emng 😳,Neutral,"['cute', 'banget', 'hitam', 'gagal']"
2006,"The Star and I.

Cerita yg ngajarin untuk berdamai dengan masa lalu. Ilana Tan gak pernah gagal bikin pembaca takjub 🥺 https://t.co/xuGkCuM9Lf",Neutral,"['the', 'star', 'and', 'i', 'cerita', 'mengajari', 'berdamai', 'ilana', 'tan', 'gagal', 'bikin', 'pembaca', 'takjub']"
2007,"Perasaan gua gagal mulu beli keychain:""",Neutral,"['perasaan', 'gua', 'gagal', 'mulu', 'beli', 'keychain']"
2008,2023 lancar kabeh 🙏,Neutral,"['lancar', 'kabeh']"
2009,Kynya gagal makan pho,Neutral,"['kynya', 'gagal', 'makan', 'pho']"
2010,"aku gagal buat memahami kamu, dan maaf selama ini banyak ngerepotin kamu, banyak bikin kamu kesal, marah, risih, maaf ya. dan kali ini aku benar benar berhenti untuk menghubungi mu, aku yakin pasti kamu cape juga kan karna tingkahku, hehe maaf yaa sifatku terlalu kekanak-kanakan",Positive,"['gagal', 'memahami', 'maaf', 'ngerepotin', 'bikin', 'kesal', 'marah', 'risih', 'maaf', 'ya', 'kali', 'berhenti', 'menghubungi', 'mu', 'capek', 'tingkahku', 'hehe', 'maaf', 'ya', 'sifatku', 'kekanakkanakan']"
2011,"makasih udah selalu ada disaat aku lagi terpuruk, makasih udah jadi bagian pendewasaanku, makasih juga selama ini kamu sabar banget ngadepin aku.

maaf aku memilih jalan ini karna aku sadar aku selama ini banyak berbuat salah sama kamu, maaf aku gagal buat ngertiin kamu,",Positive,"['terima', 'kasih', 'disaat', 'terpuruk', 'terima', 'kasih', 'pendewasaanku', 'terima', 'kasih', 'sabar', 'banget', 'ngadepin', 'maaf', 'memilih', 'jalan', 'sadar', 'berbuat', 'salah', 'maaf', 'gagal', 'mengerti']"
2012,"trust the process tai lah gagal mulu gue, cape bnr",Neutral,"['trust', 'the', 'process', 'tahi', 'gagal', 'mulu', 'gue', 'capek']"
2013,"tips ngirim mf dong, GAGAL MULUUU",Neutral,"['tip', 'mengirim', 'maaf', 'gagal', 'melulu']"
2014,"Jika kamu gagal, kamu berhak mencoba lagi sampai keberhasilan itu ada di genggaman. Jika tidak mencoba kamu akan selamanya menyesal~",Neutral,"['gagal', 'berhak', 'mencoba', 'keberhasilan', 'genggaman', 'mencoba', 'menyes']"
2015,@zero_gravity6 @FWBESS kayanya gagal dapet jatah😂,Neutral,"['graviti', 'kayanya', 'gagal', 'jatah']"
2016,"@JjongDiphylleia Live Chat siap bantu Keluhan transaksi Kamu: Buka App DANA, Pilih History/Riwayat, Pilih transaksi yg mau dilaporin, Pilih CHAT

Keluhan Akun Premium: Buka aplikasi DANA, Pilih Me/Saya, Klik ket Alasan Gagal/Reason Failed,  Klik menu CHAT

Keluhan lainnya email ke help@dana.id",Neutral,"['live', 'chat', 'bantu', 'keluhan', 'transaksi', 'buka', 'app', 'dana', 'pilih', 'historyriwayat', 'pilih', 'transaksi', 'dilaporin', 'pilih', 'chat', 'keluhan', 'akun', 'premium', 'buka', 'aplikasi', 'dana', 'pilih', 'mesaya', 'klik', 'ket', 'alasan', 'gagalreason', 'fail', 'klik', 'menu', 'chat', 'keluhan', 'email', 'helpid']"
2017,@chaeroom HUHU GAGAL MOVE ON DARI KAKAK YOUNGHOON FK,Neutral,"['huhu', 'gagal', 'move', 'on', 'kakak', 'younghoon', 'fk']"
2018,"""Kebanggaan kita yang terbesar adalah bukan tidak pernah gagal, tetapi bangkit kembali setiap kali kita jatuh (Confusius)",Neutral,"['kebanggaan', 'terbesar', 'gagal', 'bangkit', 'kali', 'jatuh', 'confusiu']"
2019,"AHY adalah produk gagal SBY,  https://t.co/HJ9K1SrWmu #AHYpolitikusGagal",Neutral,"['ahi', 'produk', 'gagal', 'surabaya']"
2020,apakah seblak date ini terancam gagal😔,Neutral,"['seblak', 'date', 'terancam', 'gagal']"
2021,"Orang sukses takkan pernah mengeluh bagaimana kalau akan gagal,namun berusaha bagaimana untuk untuk berhasil.",Positive,"['orang', 'suks', 'takkan', 'mengeluh', 'gagalnamun', 'berusaha', 'berhasil']"
2022,"Percaturan Apple memperkenalkan iPhone 14 Plus nampaknya gagal

Jika sebelum ini segmen mini gagal,nampaknya versi Plus juga gagal. Saya yakin, kegagalan bukan berpunca daripada kecil atau besar, tapi terlalu banyak segmen membuatkan pengguna cenderung kepada model asas. https://t.co/Q2MOHIP0P4",Neutral,"['percaturan', 'appl', 'memperkenalkan', 'iphon', 'plu', 'nampaknya', 'gagal', 'segmen', 'mini', 'gagalnampaknya', 'versi', 'plu', 'gagal', 'kegagalan', 'berpunca', 'segmen', 'membuatkan', 'pengguna', 'cenderung', 'model', 'asa']"
2023,"@8asquiat_ Awokawokkkkkkkkkk gagal deh jadi rory yg tidak berkata kasar 🥴🙃🤣🤣🤣
Tapi napa ya banyak org yg kaya gtu ya, heran anjir, ngerasa risihkah mereka kita jbin? Yauda mau jadi introvert person aja gw co",Neutral,"['awokawokkkkkkkkkk', 'gagal', 'deh', 'rori', 'kasar', 'ya', 'orang', 'kayak', 'ya', 'heran', 'anjir', 'risihkah', 'jbin', 'yauda', 'introvert', 'person', 'gue', 'cowok']"
2024,"seriously ini level @mpklang ? adakah tertulis permohonan gagal kerana dia kaum India? Jangan sengaja timbulkan hal perkauman, kita wajar bantu takpa rasa prejudis

Twithandle pun tolong tukar ya https://t.co/xdWsPCBEQn",Positive,"['serious', 'level', 'adakah', 'tertuli', 'permohonan', 'gagal', 'kerana', 'kaum', 'india', 'sengaja', 'timbulkan', 'perkauman', 'wajar', 'bantu', 'takpa', 'prejudi', 'twithandl', 'tolong', 'tukar', 'ya']"
2025,Lagi maem karena gagal bikin menu baru https://t.co/hA7zXCOkJL https://t.co/JEhHmZlsTq,Neutral,"['maem', 'gagal', 'bikin', 'menu']"
2026,"But, I always try to survive in any condition
Harus membiasakan diri dengan semua kesakitan sampe ketika aku gagal aku selalu meremehkan, “ah cuma kaya gini doang, ga seberapa dibanding kegagalan dulu”
I know that’s not too good karna bikin aku jadi manusia yg ga begitu peduli",Neutral,"['but', 'i', 'alway', 'tri', 'surviv', 'ani', 'condit', 'membiasakan', 'kesakitan', 'gagal', 'meremehkan', 'ah', 'kayak', 'doang', 'diband', 'kegagalan', 'i', 'know', 'that', 'not', 'too', 'good', 'bikin', 'manusia', 'peduli']"
2027,"Setelah bercerai knp kamu jd homo? | saya sudah gagal jd suami, saya mau coba peruntungan jd istri",Neutral,"['bercerai', 'homo', 'gagal', 'suami', 'coba', 'peruntungan', 'istri']"
2028,"Salah satu resolusi 2023 untuk ngurangin makan daging, seketika gagal di hari pertama tahun ini. Dua jenis daging langsung masuk perut pas maksi. Bye~",Neutral,"['salah', 'resolusi', 'ngurangin', 'makan', 'dage', 'gagal', 'jeni', 'dage', 'langsung', 'masuk', 'perut', 'pa', 'maksi', 'bye']"
2029,"@DMarginale @Dimasjoko12 @abu_waras Wah, kan masih ada ridwan kamil sama susi puji astuti yg kualitasnya jauh lebih baik daripada yg doyan bokep. Orang Jawa yg baik ga akan sudi dipimpin orang yg gagal.",Neutral,"['wara', 'ridwan', 'kamil', 'susi', 'puji', 'astuti', 'kualitasnya', 'doyan', 'bokep', 'orang', 'jawa', 'sudi', 'dipimpin', 'orang', 'gagal']"
2030,"saat melihat ke belakang apa yang udah dilaluin dan berhasil ataupun gagal dilakukan di 2022, bangga bgt sama diri sendiri🌞✨😻❣️🫂💗",Positive,"['dilaluin', 'berhasil', 'gagal', 'bangga', 'banget']"
2031,"Soal pacaran aku gagal,tapi kalo soal Deket tapi gak jadian aku top global",Positive,"['pacaran', 'gagaltapi', 'kalo', 'jadian', 'top', 'global']"
2032,@putrisakera Bilangin aja mba suruh melek matanya. Biar ga gagal survei...,Neutral,"['bilang', 'mbak', 'suruh', 'melek', 'matanya', 'biar', 'gagal', 'survei']"
2033,"@decalcovanilla Berarti kalo daffin gagal, cerita ending/sg nirvana yg bakal berubah ya?",Neutral,"['kalo', 'daffin', 'gagal', 'cerita', 'endingsg', 'nirvana', 'berubah', 'ya']"
2034,"Fokuskan dirimu menjadi orang berhasil. Jika kau ingin menjadi sukses, maka jangan takut gagal.",Neutral,"['fokuskan', 'dirimu', 'orang', 'berhasil', 'kau', 'suks', 'takut', 'gagal']"
2035,"Konser SM gk pernah gagal

Numpang promo
Rekomendasi slingbag kece✨

Tags : DJ jhonny The 7th sense baby don’t stop TIME AFTER TIME smcu place Mengawali 2023 Udah 2023
#goodbye2022 #HappyNewYear2023 #SMCU_PALACE",Positive,"['konser', 'gagal', 'numpang', 'promo', 'rekomendasi', 'slingbag', 'kece', 'tag', 'dj', 'jhonni', 'the', 'sens', 'babi', 'dont', 'stop', 'time', 'after', 'time', 'smcu', 'place', 'mengawali', 'palac']"
2036,"@mak_iyik waduuh.... setelah di tonton berulang², baru sadar kalao mataku gagal fokus terus... 😊",Neutral,"['iyik', 'waduuh', 'tonton', 'berulang', 'sadar', 'kalao', 'mataku', 'gagal', 'foku']"
2037,@nctzenbase sebanyak inii gagal smua https://t.co/mkoTD42PZr,Neutral,['gagal']
2038,"@banjarbase Percaya diri aja wal, jngn berfikiran gagal terlebih dahulu jadikan itu pelajaran tp jangan jadikan itu untuk terulang lagi",Neutral,"['percaya', 'wal', 'berfikiran', 'gagal', 'jadikan', 'pelajaran', 'jadikan', 'terulang']"
2039,"Gagal liburan tahun baru ke jepang krn belum beli tiketnya, because belum ada uangnya",Positive,"['gagal', 'liburan', 'jepang', 'beli', 'tiketnya', 'becaus', 'uangnya']"
2040,"@Miduk17 Halah preeeet...
Ini gagal namanya... Tidak ada terobosan",Neutral,"['halah', 'preeeet', 'gagal', 'namanya', 'terobosan']"
2041,"barusan juga nonton di yt live nya mpq, lah kok apal lagunya di luar kepala.. nyantol dan emang emas bgt
.
clan djarot tidak pernah gagal dalam hal myuzziiiiekk memang",Neutral,"['barusan', 'menonton', 'yt', 'live', 'nya', 'mpq', 'hapal', 'lagunya', 'kepala', 'nyantol', 'ema', 'banget', 'clan', 'djarot', 'gagal', 'myuzziiiiekk']"
2042,"Manchester City Gagal Menambah Poin Usai Ditahan Imbang 1-1 Everton,  Arsenal Makin Jauh di Depan https://t.co/CNMXwsaSYq",Neutral,"['manchest', 'citi', 'gagal', 'menambah', 'poin', 'ditahan', 'imbang', 'everton', 'arsen']"
2043,"Jamiluddin Ritonga: Ganjar Gagal Membangun Jawa Tengah https://t.co/yUpWuR2dIA
SATU DAERAH PUN GAGAL. BAGAIMANA MEMBANGUN 30 LEBIH PROPINSI. BISA JADI LEBIH JOKOWI KE 2.",Neutral,"['jamiluddin', 'ritonga', 'ganjar', 'gagal', 'membangun', 'jawa', 'daerah', 'gagal', 'membangun', 'propinsi', 'jokowi']"
2044,Selaluu gagal fokus sama anak-anak Messi https://t.co/PqBGVX0ZHS,Neutral,"['gagal', 'foku', 'anakanak', 'messi']"
2045,@marleyanwariors @idextratime @siphillipssport Efek gagal dapatin fdj di bursa lalu jadi kali ini langsung ngaktifin mode sultan,Neutral,"['efek', 'gagal', 'dapatin', 'fdj', 'bursa', 'kali', 'langsung', 'ngaktifin', 'mode', 'sultan']"
2046,@tanyakanrl gagal nikah,Neutral,"['gagal', 'nikah']"
2047,@keretaapikita @BudiKaryaS @PTKAIIndonesia argo muria ga berangkat2 alasannya apa yah. kalo kereta telat gara2 di tgh jln mesti pelan2 krn banjir sy paham. tp ini kereta sdh dtg trus penumpang sdh di dlm tp sdh hampir 2 jam ga jln2 juga.. sy gagal paham,Neutral,"['argo', 'muria', 'berangkat', 'alasannya', 'ya', 'kalo', 'kereta', 'telat', 'gara', 'tgh', 'jalan', 'mesti', 'pelan', 'banjir', 'paham', 'kereta', 'penumpang', 'jam', 'jalan', 'gagal', 'paham']"
2048,"Saat kamu sedang hancur dan terus gagal, dan kamu bersujud lalu sujud terakhir allah mengusap kepalamu sembari berkata "" coba lagi, kali ini bersamaku""",Positive,"['hancur', 'gagal', 'bersujud', 'sujud', 'allah', 'mengusap', 'kepalamu', 'sembari', 'coba', 'kali', 'bersamaku']"
2049,"Gagal, stagnan, dan sukses, ketiganya ditentukan oleh mood kita. Kuasai mood kita utk menguasai hidup kita. ~ Bong Chandra",Neutral,"['gagal', 'stagnan', 'suks', 'ketiganya', 'ditentukan', 'mood', 'kuasai', 'mood', 'menguasai', 'hidup', 'bong', 'chandra']"
2050,"Kebanggaan kita yang terbesar adalah bukan tidak pernah gagal, tetapi bangkit kembali setiap kali kita jatuh. ~ Confusius",Neutral,"['kebanggaan', 'terbesar', 'gagal', 'bangkit', 'kali', 'jatuh', 'confusiu']"
2051,"gw merasa gagal jadi cowo karna simpe aja, cewe gua fine-fine aja tanpa gua di dalam idupnya, mau gw ada/ga ada, she will be fine",Neutral,"['gue', 'gagal', 'cowok', 'simp', 'cewek', 'gua', 'finefin', 'gua', 'hidupnya', 'gue', 'adaga', 'she', 'will', 'be', 'fine']"
2052,""" Jangan coba menanggung semuanya seorang diri , jika kau lakukan kau pasti akan gagal "" . (Itachi Uchiha)",Neutral,"['coba', 'menanggung', 'kau', 'lakukan', 'kau', 'gagal', 'itachi', 'uchiha']"
2053,Eunhyuk gak pernah gagal😭😭hootttt https://t.co/LV8V1ZpIWH,Neutral,"['eunhyuk', 'gagalhootttt']"
2054,Jangan banggakan apa yang kamu punya. Banggakan bagaimana caramu mendapatkan apa yang kamu punya. Lakukan apapun yang kamu suka. Karena kamu tak akan merasa gagal dan tak akan merasa kecewa.,Neutral,"['banggakan', 'banggakan', 'caramu', 'lakukan', 'apapun', 'suka', 'gagal', 'kecewa']"
2055,"When aku di rumah.
Si ibun mulai menjadi buat praktek bikin ini itu. Biasanya agak terkendali karena yg makan cuma ayah. Sekarang nmbah 1 penghuni, ya sudah tmbah mangsa buat ngabisin makanan. Otw naik bb ini. Balik buat diet sepertinya akan gagal.",Positive,"['when', 'rumah', 'sih', 'ibun', 'praktek', 'bikin', 'terkendali', 'makan', 'ayah', 'menambah', 'penghuni', 'ya', 'mangsa', 'ngabisin', 'makanan', 'otw', 'bb', 'diet', 'gagal']"
2056,julid sama tante gapernah gagal 🤣🤣,Neutral,"['julid', 'tant', 'gagal']"
2057,@FOODFESS2 Bakmi babi ahau 38 mangga besar❤️,Positive,"['bakmi', 'babi', 'ahau', 'mangga']"
2058,"Niat nak jogging ptg ni..
First day da gagal 😂",Neutral,"['niat', 'nak', 'jog', 'ptg', 'nih', 'first', 'day', 'dah', 'gagal']"
2059,Yak plan besok gagal,Positive,"['ya', 'plan', 'besok', 'gagal']"
2060,"Jamiluddin Ritonga: Ganjar Gagal Membangun Jawa Tengah

https://t.co/sRZllamrRy",Neutral,"['jamiluddin', 'ritonga', 'ganjar', 'gagal', 'membangun', 'jawa']"
2061,"@Mencaricinta99 Apa yg aneh dr Beliau ?
Itu kn bercanda 
Lumrah jg klo ada wanita Cantik di kumpulan yg mn Bnyk laki2  ... Ya jelas garai si laki2 gagal fakus
&amp; Itu biasa SJ kok ...yg anda tangkap dr Pidatu beliau apa memangnya ???",Neutral,"['aneh', 'beliau', 'bercanda', 'lumrah', 'kalo', 'wanita', 'cantik', 'kumpulan', 'laki', 'ya', 'garai', 'sih', 'laki', 'gagal', 'faku', 'amp', 'tangkap', 'pidatu', 'beliau', 'memangnya']"
2062,@literarybase Kalo udh nunggu kurir masih potensi kena cancel yaa? Apa yg gagal dpt konfirmasi doang?,Neutral,"['kalo', 'menunggu', 'kurir', 'potensi', 'kena', 'cancel', 'ya', 'gagal', 'konfirmasi', 'doang']"
2063,"dih dih w pernah rambut segitu, tapi masih caeman dia. gagal w jadi wanita ngeliat ini. tapi kalau dibandingin sama mantan w masih cakepan dia juga. gimana sih han? aku bingung https://t.co/qsGpQ3hlxB",Neutral,"['dih', 'dih', 'gue', 'rambut', 'segitu', 'caeman', 'gagal', 'gue', 'wanita', 'dibandingin', 'mantan', 'gue', 'cakepan', 'sih', 'han', 'bingung']"
2064,"@bobasideline Gagal panen, gagal semai, nutrisi kurang tanaman jadi kutilang😂",Neutral,"['gagal', 'panen', 'gagal', 'semai', 'nutrisi', 'tanaman', 'kutilang']"
2065,@NESVERLAND Gagal ngeprank @llowfatmilch @makmakgabut,Neutral,"['gagal', 'ngeprank']"
2066,Cianjur jangan gempa terussss :(((,Neutral,"['cianjur', 'gempa', 'terussss']"
2067,"Orang yang gagal selalu mencari jalan untuk menghindari kesulitan, sementara orang yang sukses selalu menerjang kesulitan untuk menggapai kesuksesan.",Neutral,"['orang', 'gagal', 'mencari', 'jalan', 'menghindari', 'kesulitan', 'orang', 'suks', 'menerjang', 'kesulitan', 'menggapai', 'kesuksesan']"
2068,@xschvard ngerasa gagal aja. + hari ini hujan terus jdi mndukung malah makin makin. but it's ok. wkwkkw agak bosen juga gue.,Neutral,"['gagal', 'hujan', 'mndukung', 'but', 'it', 'ok', 'wkwkkw', 'bosan', 'gue']"
2069,Tetapi kita juga harus punya rasa tanggung-jawab jika program itu ternyata gagal dan tidak mencapai tujuan,Neutral,"['tanggungjawab', 'program', 'gagal', 'mencapai', 'tujuan']"
2070,@sadxy__ Nama pun pengajaran. Gagal faham point saya ke?,Neutral,"['nama', 'pengajaran', 'gagal', 'faham', 'point']"
2071,"@yfatricias Live Chat siap bantu Keluhan transaksi Kamu: Buka App DANA, Pilih History/Riwayat, Pilih transaksi yg mau dilaporin, Pilih CHAT

Keluhan Akun Premium: Buka aplikasi DANA, Pilih Me/Saya, Klik ket Alasan Gagal/Reason Failed,  Klik menu CHAT

Keluhan lainnya email ke help@dana.id",Neutral,"['live', 'chat', 'bantu', 'keluhan', 'transaksi', 'buka', 'app', 'dana', 'pilih', 'historyriwayat', 'pilih', 'transaksi', 'dilaporin', 'pilih', 'chat', 'keluhan', 'akun', 'premium', 'buka', 'aplikasi', 'dana', 'pilih', 'mesaya', 'klik', 'ket', 'alasan', 'gagalreason', 'fail', 'klik', 'menu', 'chat', 'keluhan', 'email', 'helpid']"
2072,@nctzenbase Ini doang si yng gagal tapi jadi nya kyut https://t.co/wzYZhatUdR,Neutral,"['doang', 'sih', 'gagal', 'nya', 'kyut']"
2073,"Jamiluddin Ritonga: Ganjar Gagal Membangun Jawa Tengah
https://t.co/X0YtvVXdxG",Neutral,"['jamiluddin', 'ritonga', 'ganjar', 'gagal', 'membangun', 'jawa']"
2074,"Berjaya capai 3 perkara y diingini pada 2020. Namun, perjalanan 2022 bukan mudah. Tahun y mguji emosi mental serta fizikal dan aku gagal tempuhi cabaran ini.
Moga 2023, aku dapat mgawal mental emosi fizikal dengan lebih baik agar hidup aku lebih harmoni dan tenang. https://t.co/WIEBqjyYK3",Positive,"['berjaya', 'capai', 'perkara', 'ya', 'diingini', 'perjalanan', 'mudah', 'ya', 'mguji', 'emosi', 'mental', 'fizik', 'gagal', 'tempuhi', 'cabaran', 'moga', 'mgawal', 'mental', 'emosi', 'fizik', 'hidup', 'harmoni', 'tenang']"
2075,gagal ke pantai karna mendung #fakyu https://t.co/5XVUENf3oY,Neutral,"['gagal', 'pantai', 'mendung']"
