,tweet,text_clean,clean2,text_preprocessed,sentiment,alt
120,"Dikirimin teman fhoto ini.saya langsung kefikiran,andai dibelakang PS-JKW ada Anies dan Ganjar. Dan JKW berkata""kalian semua terbaik. Mas Anies dan Ganjar,kalian adlh penerus saya setelah pak Prabowo terlebih dahulu.yg pnting jg persatuan dn suasana adem sprti yg kami lakukan"" https://t.co/m2pqt1qWOK","dikirimin teman foto ini . saya langsung kefikiran , andai dibelakang pas - jkw ada anies dan ganjar . dan jkw berkata "" kalian semua terbaik . mas anies dan ganjar , kalian adalah penerus saya setelah pak prabowo terlebih dahulu . yang penting juga persatuan dan suasana adem seperti yang kami lakukan ""","dikirimin teman fhoto ini . saya langsung kefikiran , andai dibelakang ps - jkw ada anies dan ganjar .  dan jkw berkata "" kalian semua terbaik .  mas anies dan ganjar , kalian adlh penerus saya setelah pak prabowo terlebih dahulu . yg pnting jg persatuan dn suasana adem sprti yg kami lakukan ""","['dikirimin', 'teman', 'foto', 'ini', '.', 'saya', 'langsung', 'kefikiran', ',', 'andai', 'dibelakang', 'pas', '-', 'jkw', 'ada', 'anies', 'dan', 'ganjar', '.', 'dan', 'jkw', 'berkata', '``', 'kalian', 'semua', 'terbaik', '.', 'mas', 'anies', 'dan', 'ganjar', ',', 'kalian', 'adalah', 'penerus', 'saya', 'setelah', 'pak', 'prabowo', 'terlebih', 'dahulu', '.', 'yang', 'penting', 'juga', 'persatuan', 'dan', 'suasana', 'adem', 'seperti', 'yang', 'kami', 'lakukan', '``']",Positive,Neutral
121,"@omizra @anies Cocok sih klau prabowo dan ganjar di sandingkan
😆😆😆😆😆🤭🤭🤭🤭🤭
Pak Anies tak akn gentar ko lawan beliau berdua d pilpres nanti",cocok sih kalau prabowo dan ganjar di sandingkan grinningsquintingface grinningsquintingface grinningsquintingface grinningsquintingface grinningsquintingface facewithhandovermouth facewithhandovermouth facewithhandovermouth facewithhandovermouth facewithhandovermouth pak anies tak akan gentar kok lawan beliau berdua di pilpres nanti,cocok sih klau prabowo dan ganjar di sandingkan  pak anies tak akn gentar ko lawan beliau berdua d pilpres nanti,"['cocok', 'sih', 'kalau', 'prabowo', 'dan', 'ganjar', 'di', 'sandingkan', 'grinningsquintingface', 'grinningsquintingface', 'grinningsquintingface', 'grinningsquintingface', 'grinningsquintingface', 'facewithhandovermouth', 'facewithhandovermouth', 'facewithhandovermouth', 'facewithhandovermouth', 'facewithhandovermouth', 'pak', 'anies', 'tak', 'akan', 'gentar', 'kok', 'lawan', 'beliau', 'berdua', 'di', 'pilpres', 'nanti']",Negative,Neutral
122,"Berikut elektabilitas Prabowo, Ganjar, dan Anies di 5 provinsi, diurutkan dari provinsi dengan jumlah penduduk terbanyak.
https://t.co/gLxvI9lgyq","berikut elektabilitas prabowo , ganjar , dan anies di provinsi , diurutkan dari provinsi dengan jumlah penduduk terbanyak .","berikut elektabilitas prabowo ,  ganjar ,  dan anies di  provinsi ,  diurutkan dari provinsi dengan jumlah penduduk terbanyak .","['berikut', 'elektabilitas', 'prabowo', ',', 'ganjar', ',', 'dan', 'anies', 'di', 'provinsi', ',', 'diurutkan', 'dari', 'provinsi', 'dengan', 'jumlah', 'penduduk', 'terbanyak', '.']",Neutral,Neutral
123,@kumparan Pleciden ini akan melakukan segala hal untuk menjegal atau mengalahkan anies..bagi dia siapapun presiden yg terpilih nanti yg penting bukan anies.Dia sangat anti anies dan ketakutan sama anies apabila anies yg terpilih jadi presiden..dia bermain 2 kaki antara prabowo dan ganjar,pleciden ini akan melakukan segala hal untuk menjegal atau mengalahkan anies . . bagi dia siapapun presiden yang terpilih nanti yang penting bukan anies . dia sangat anti anies dan ketakutan sama anies apabila anies yang terpilih jadi presiden . . dia bermain kaki antara prabowo dan ganjar,pleciden ini akan melakukan segala hal untuk menjegal atau mengalahkan anies .  . bagi dia siapapun presiden yg terpilih nanti yg penting bukan anies . dia sangat anti anies dan ketakutan sama anies apabila anies yg terpilih jadi presiden .  . dia bermain  kaki antara prabowo dan ganjar,"['pleciden', 'ini', 'akan', 'melakukan', 'segala', 'hal', 'untuk', 'menjegal', 'atau', 'mengalahkan', 'anies', '.', '.', 'bagi', 'dia', 'siapapun', 'presiden', 'yang', 'terpilih', 'nanti', 'yang', 'penting', 'bukan', 'anies', '.', 'dia', 'sangat', 'anti', 'anies', 'dan', 'ketakutan', 'sama', 'anies', 'apabila', 'anies', 'yang', 'terpilih', 'jadi', 'presiden', '.', '.', 'dia', 'bermain', 'kaki', 'antara', 'prabowo', 'dan', 'ganjar']",Negative,Neutral
124,"😔😔🌸

kristen muhamadiyah cawe cawe jokowi presiden prabowo Anies Ganjar capres mei coldplay https://t.co/SW9WDq6BaX", pensiveface pensiveface cherryblossom kristen muhamadiyah cawe cawe jokowi presiden prabowo anies ganjar capres mei coldplay,  kristen muhamadiyah cawe cawe jokowi presiden prabowo anies ganjar capres mei coldplay,"['pensiveface', 'pensiveface', 'cherryblossom', 'kristen', 'muhamadiyah', 'cawe', 'cawe', 'jokowi', 'presiden', 'prabowo', 'anies', 'ganjar', 'capres', 'mei', 'coldplay']",Neutral,Neutral
125,"@Kanjeng2022 @prabowo @ganjarpranowo Klu tetep ngotot juga yah dgn sangat berat hati dan terpaksa gw dukung Ganjar-Anies berpasangan...

politik apa saja bisa terjadi",kalau tetap ngotot juga ya dengan sangat berat hati dan terpaksa gue dukung ganjar - anies berpasangan . . . politik apa saja bisa terjadi,klu tetep ngotot juga yah dgn sangat berat hati dan terpaksa gw dukung ganjar - anies berpasangan .  .  .   politik apa saja bisa terjadi,"['kalau', 'tetap', 'ngotot', 'juga', 'ya', 'dengan', 'sangat', 'berat', 'hati', 'dan', 'terpaksa', 'gue', 'dukung', 'ganjar', '-', 'anies', 'berpasangan', '.', '.', '.', 'politik', 'apa', 'saja', 'bisa', 'terjadi']",Negative,Neutral
126,"""Elektabilitas Ganjar masih ungguli Prabowo dan Anies,"" ucapnya.
#SemuaDukungPrabowo #ManutJokowi Prabowo Subianto",""" elektabilitas ganjar masih ungguli prabowo dan anies , "" ucapnya . prabowo subianto",""" elektabilitas ganjar masih ungguli prabowo dan anies ,  ""  ucapnya .    prabowo subianto","['``', 'elektabilitas', 'ganjar', 'masih', 'ungguli', 'prabowo', 'dan', 'anies', ',', '``', 'ucapnya', '.', 'prabowo', 'subianto']",Neutral,Neutral
127,"Hasil survei SMRC terbaru :
Ganjar teratas raih 35,9 %, unggul atas Prabowo dan Anies 

#GanjarCapres https://t.co/bxRg8T5fd4","hasil survei smrc terbaru : ganjar teratas raih , % , unggul atas prabowo dan anies","hasil survei smrc terbaru  :  ganjar teratas raih  ,   %  ,  unggul atas prabowo dan anies","['hasil', 'survei', 'smrc', 'terbaru', ':', 'ganjar', 'teratas', 'raih', ',', '%', ',', 'unggul', 'atas', 'prabowo', 'dan', 'anies']",Neutral,Neutral
128,"@KakekHalal @prabowo Jgn mau @Gerindra😎 ..kalau ganjar jd wapresnya pak prabowo nggak papa soale kans kemenangan prabowo itu lebih besar dr kedua calon lainnya ..kalau nanti pilpres  jd 3  paslon posisi ahok di pilgub jkt  2017 itu ada pada Ganjar...
Prabowo yes..
Anies yes...
Ganjar No...😎",jangan mau smilingfacewithsunglasses . . kalau ganjar jadi wapresnya pak prabowo enggak papa soale kans kemenangan prabowo itu lebih besar dari kedua calon lainnya . . kalau nanti pilpres jadi paslon posisi ahok di pilgub jakarta itu ada pada ganjar . . . prabowo yes . . anies yes . . . ganjar no . . . smilingfacewithsunglasses ,jgn mau   .  . kalau ganjar jd wapresnya pak prabowo nggak papa soale kans kemenangan prabowo itu lebih besar dr kedua calon lainnya  .  . kalau nanti pilpres  jd   paslon posisi ahok di pilgub jkt   itu ada pada ganjar .  .  .  prabowo yes .  .  anies yes .  .  .  ganjar no .  .  . ,"['jangan', 'mau', 'smilingfacewithsunglasses', '.', '.', 'kalau', 'ganjar', 'jadi', 'wapresnya', 'pak', 'prabowo', 'enggak', 'papa', 'soale', 'kans', 'kemenangan', 'prabowo', 'itu', 'lebih', 'besar', 'dari', 'kedua', 'calon', 'lainnya', '.', '.', 'kalau', 'nanti', 'pilpres', 'jadi', 'paslon', 'posisi', 'ahok', 'di', 'pilgub', 'jakarta', 'itu', 'ada', 'pada', 'ganjar', '.', '.', '.', 'prabowo', 'yes', '.', '.', 'anies', 'yes', '.', '.', '.', 'ganjar', 'no', '.', '.', '.', 'smilingfacewithsunglasses']",Negative,Neutral
129,@CNNIndonesia Pak survey..tolonglah..mohon...jangan lah yg menyangkut Anies diumumkan ..cukup.Ganjar dan Prabowo aja..ga tahan gw liat byk yg kena asam urat,pak survey . . tolonglah . . mohon . . . jangan lah yang menyangkut anies diumumkan . . cukup . ganjar dan prabowo saja . . enggak tahan gue lihat banyak yang kena asam urat,pak survey .  . tolonglah .  . mohon .  .  . jangan lah yg menyangkut anies diumumkan  .  . cukup . ganjar dan prabowo aja .  . ga tahan gw liat byk yg kena asam urat,"['pak', 'survey', '.', '.', 'tolonglah', '.', '.', 'mohon', '.', '.', '.', 'jangan', 'lah', 'yang', 'menyangkut', 'anies', 'diumumkan', '.', '.', 'cukup', '.', 'ganjar', 'dan', 'prabowo', 'saja', '.', '.', 'enggak', 'tahan', 'gue', 'lihat', 'banyak', 'yang', 'kena', 'asam', 'urat']",Negative,Neutral
130,"Kemudian responden juga diberi pertanyaan yang berbunyi ""Seandainya Pilpres hanya diikuti 2 orang yaitu Anies Baswedan dan Ganjar Pranowo, siapakah yang akan dipilih?"" #SemuaDukungPrabowo #ManutJokowi Prabowo Subianto","kemudian responden juga diberi pertanyaan yang berbunyi "" seandainya pilpres hanya diikuti orang yaitu anies baswedan dan ganjar pranowo , siapakah yang akan dipilih ? "" prabowo subianto","kemudian responden juga diberi pertanyaan yang berbunyi  "" seandainya pilpres hanya diikuti  orang yaitu anies baswedan dan ganjar pranowo ,  siapakah yang akan dipilih ?  ""    prabowo subianto","['kemudian', 'responden', 'juga', 'diberi', 'pertanyaan', 'yang', 'berbunyi', '``', 'seandainya', 'pilpres', 'hanya', 'diikuti', 'orang', 'yaitu', 'anies', 'baswedan', 'dan', 'ganjar', 'pranowo', ',', 'siapakah', 'yang', 'akan', 'dipilih', '?', '``', 'prabowo', 'subianto']",Neutral,Neutral
131,"Survei LSN: Elektabilitas Prabowo 36,5%, Ganjar 25,8%, Anies 24,6% https://t.co/Tyg9qi1C0Z #SemuaDukungPrabowo #ManutJokowi Prabowo Subianto","survei lsn : elektabilitas prabowo , % , ganjar , % , anies , % prabowo subianto","survei lsn :  elektabilitas prabowo  ,  %  ,  ganjar  ,  %  ,  anies  ,  %     prabowo subianto","['survei', 'lsn', ':', 'elektabilitas', 'prabowo', ',', '%', ',', 'ganjar', ',', '%', ',', 'anies', ',', '%', 'prabowo', 'subianto']",Neutral,Neutral
132,"Airlangga Hartarto memiliki daya tawar yang lebih tinggi bagi para calon presiden yang nantinya akan bertarung, baik Prabowo Subianto, Ganjar Pranowo, atau Anies Baswedan #airlanggacenter https://t.co/irZxacFCS4","airlangga hartarto memiliki daya tawar yang lebih tinggi bagi para calon presiden yang nantinya akan bertarung , baik prabowo subianto , ganjar pranowo , atau anies baswedan","airlangga hartarto memiliki daya tawar yang lebih tinggi bagi para calon presiden yang nantinya akan bertarung ,  baik prabowo subianto ,  ganjar pranowo ,  atau anies baswedan","['airlangga', 'hartarto', 'memiliki', 'daya', 'tawar', 'yang', 'lebih', 'tinggi', 'bagi', 'para', 'calon', 'presiden', 'yang', 'nantinya', 'akan', 'bertarung', ',', 'baik', 'prabowo', 'subianto', ',', 'ganjar', 'pranowo', ',', 'atau', 'anies', 'baswedan']",Neutral,Neutral
133,"Rapor Investasi Prabowo, Ganjar, Anies, Ada yang Boncos? - CNBC Indonesia #Prabowo #BangkitBersama https://t.co/hsJSHd6iy9","rapor investasi prabowo , ganjar , anies , ada yang boncos ? - cnbc indonesia","rapor investasi prabowo ,  ganjar ,  anies ,  ada yang boncos ?   -  cnbc indonesia","['rapor', 'investasi', 'prabowo', ',', 'ganjar', ',', 'anies', ',', 'ada', 'yang', 'boncos', '?', '-', 'cnbc', 'indonesia']",Neutral,Neutral
134,"Rapor Investasi Prabowo, Ganjar, Anies, Ada yang Boncos? https://t.co/Xha7yn4GKr","rapor investasi prabowo , ganjar , anies , ada yang boncos ?","rapor investasi prabowo ,  ganjar ,  anies ,  ada yang boncos ?","['rapor', 'investasi', 'prabowo', ',', 'ganjar', ',', 'anies', ',', 'ada', 'yang', 'boncos', '?']",Neutral,Neutral
135,"Di kalangan generasi Z, elektabilitas Pak Prabowo nomor satu, diikuti Pak Ganjar; Lalu Pak Anies; Kemudian Pak Ridwan; Bang Sandi; dan Bang Agus Harimurti.

Pendekatan Humanis yang menjadi elektabilitas Pak Prabowo2024 naik minimal ada sekitar 60% total pemilik suara sah https://t.co/LyvMIhppSZ","di kalangan generasi saja , elektabilitas pak prabowo nomor satu , diikuti pak ganjar ; lalu pak anies ; kemudian pak ridwan ; bang sandi ; dan bang agus harimurti . pendekatan humanis yang menjadi elektabilitas pak prabowo naik minimal ada sekitar % total pemilik suara sah","di kalangan generasi z ,  elektabilitas pak prabowo nomor satu ,  diikuti pak ganjar ;  lalu pak anies ;  kemudian pak ridwan ;  bang sandi ;  dan bang agus harimurti .   pendekatan humanis yang menjadi elektabilitas pak prabowo naik minimal ada sekitar  %  total pemilik suara sah","['di', 'kalangan', 'generasi', 'saja', ',', 'elektabilitas', 'pak', 'prabowo', 'nomor', 'satu', ',', 'diikuti', 'pak', 'ganjar', ';', 'lalu', 'pak', 'anies', ';', 'kemudian', 'pak', 'ridwan', ';', 'bang', 'sandi', ';', 'dan', 'bang', 'agus', 'harimurti', '.', 'pendekatan', 'humanis', 'yang', 'menjadi', 'elektabilitas', 'pak', 'prabowo', 'naik', 'minimal', 'ada', 'sekitar', '%', 'total', 'pemilik', 'suara', 'sah']",Neutral,Neutral
136,"“Sementara itu, Ganjar Pranowo mendapatkan dukungan sebesar 33,2%, diikuti oleh Anies Baswedan dengan persentase 9,8%. #SemuaDukungPrabowo #ManutJokowi Prabowo Subianto","sementara itu , ganjar pranowo mendapatkan dukungan sebesar , % , diikuti oleh anies baswedan dengan persentase , % . prabowo subianto","sementara itu ,  ganjar pranowo mendapatkan dukungan sebesar  ,  %  ,  diikuti oleh anies baswedan dengan persentase  ,  %  .    prabowo subianto","['sementara', 'itu', ',', 'ganjar', 'pranowo', 'mendapatkan', 'dukungan', 'sebesar', ',', '%', ',', 'diikuti', 'oleh', 'anies', 'baswedan', 'dengan', 'persentase', ',', '%', '.', 'prabowo', 'subianto']",Neutral,Neutral
137,Survei LSI: Prabowo Berpotensi Menang Pilpres 2024 Lawan Ganjar &amp; Anies https://t.co/sgGFqIGcM1 #SemuaDukungPrabowo #ManutJokowi Prabowo Subianto,survei lsi : prabowo berpotensi menang pilpres lawan ganjar & amp ; anies prabowo subianto,survei lsi :  prabowo berpotensi menang pilpres  lawan ganjar  & amp ;  anies    prabowo subianto,"['survei', 'lsi', ':', 'prabowo', 'berpotensi', 'menang', 'pilpres', 'lawan', 'ganjar', '&', 'amp', ';', 'anies', 'prabowo', 'subianto']",Neutral,Neutral
138,"Prabowo: 35,8%
Ganjar: 34,4%
Anies: 21,5%
#SemuaDukungPrabowo #ManutJokowi Prabowo Subianto","prabowo : , % ganjar : , % anies : , % prabowo subianto","prabowo :   ,  %  ganjar :   ,  %  anies :   ,  %    prabowo subianto","['prabowo', ':', ',', '%', 'ganjar', ':', ',', '%', 'anies', ':', ',', '%', 'prabowo', 'subianto']",Neutral,Neutral
139,"Posisi kedua dan ketiga ditempati Ganjar dan Anies. Perinciannya adalah sebagai berikut:
#SemuaDukungPrabowo #ManutJokowi Prabowo Subianto",posisi kedua dan ketiga ditempati ganjar dan anies . perinciannya adalah sebagai berikut : prabowo subianto,posisi kedua dan ketiga ditempati ganjar dan anies .  perinciannya adalah sebagai berikut :    prabowo subianto,"['posisi', 'kedua', 'dan', 'ketiga', 'ditempati', 'ganjar', 'dan', 'anies', '.', 'perinciannya', 'adalah', 'sebagai', 'berikut', ':', 'prabowo', 'subianto']",Neutral,Neutral
140,"Intip Survei Terbaru Capres 2024: Prabowo Vs Ganjar Vs Anies
https://t.co/ea2oJS44nG
#SemuaDukungPrabowo #ManutJokowi Prabowo Subianto",intip survei terbaru capres : prabowo vs ganjar vs anies prabowo subianto,intip survei terbaru capres  :  prabowo vs ganjar vs anies    prabowo subianto,"['intip', 'survei', 'terbaru', 'capres', ':', 'prabowo', 'vs', 'ganjar', 'vs', 'anies', 'prabowo', 'subianto']",Neutral,Neutral
141,"@papa_loren Dengerin nih apa kata abang lu, besok yg jd Presiden itu Prabowo.
Inget itu ya, yg menang angka Prabowo - Ganjar.

Mereka sama satu visi dan misi, berkolaborasi.
Anies blm pantas jd Presiden.

Kerja nyata bukan mbulet kata."," loren mendengarkan nih apa kata abang lu , besok yang jadi presiden itu prabowo . ingat itu ya , yang menang angka prabowo - ganjar . mereka sama satu visi dan misi , berkolaborasi . anies belum pantas jadi presiden . kerja nyata bukan mbulet kata .","_ loren dengerin nih apa kata abang lu ,  besok yg jd presiden itu prabowo .  inget itu ya ,  yg menang angka prabowo  -  ganjar .   mereka sama satu visi dan misi ,  berkolaborasi .  anies blm pantas jd presiden .   kerja nyata bukan mbulet kata .","['loren', 'mendengarkan', 'nih', 'apa', 'kata', 'abang', 'lu', ',', 'besok', 'yang', 'jadi', 'presiden', 'itu', 'prabowo', '.', 'ingat', 'itu', 'ya', ',', 'yang', 'menang', 'angka', 'prabowo', '-', 'ganjar', '.', 'mereka', 'sama', 'satu', 'visi', 'dan', 'misi', ',', 'berkolaborasi', '.', 'anies', 'belum', 'pantas', 'jadi', 'presiden', '.', 'kerja', 'nyata', 'bukan', 'mbulet', 'kata', '.']",Negative,Neutral
142,"Hasil survei SMRC terbaru Ganjar pranowo unggul di atas prabowo dan Anies 💪
#GanjarCapres https://t.co/VQLjSD9I0I",hasil survei smrc terbaru ganjar pranowo unggul di atas prabowo dan anies flexedbiceps ,hasil survei smrc terbaru ganjar pranowo unggul di atas prabowo dan anies ,"['hasil', 'survei', 'smrc', 'terbaru', 'ganjar', 'pranowo', 'unggul', 'di', 'atas', 'prabowo', 'dan', 'anies', 'flexedbiceps']",Neutral,Neutral
143,"“Kemudian, ada yang ke Ganjar 7,3 persen dan ke Pak Anies di angka 10,2 persen,"" tuturnya
#SemuaDukungPrabowo #ManutJokowi Prabowo Subianto","kemudian , ada yang ke ganjar , persen dan ke pak anies di angka , persen , "" tuturnya prabowo subianto","kemudian ,  ada yang ke ganjar  ,  persen dan ke pak anies di angka  ,  persen ,  ""  tuturnya   prabowo subianto","['kemudian', ',', 'ada', 'yang', 'ke', 'ganjar', ',', 'persen', 'dan', 'ke', 'pak', 'anies', 'di', 'angka', ',', 'persen', ',', '``', 'tuturnya', 'prabowo', 'subianto']",Neutral,Neutral
144,"""14,3 persen dukung Pak Ganjar dan 17,5 persen dukung Pak Anies Baswedan."" kata Ardian dalam konferensi pers, Senin, 29 Mei 2023.
#SemuaDukungPrabowo #ManutJokowi Prabowo Subianto",""" , persen dukung pak ganjar dan , persen dukung pak anies baswedan . "" kata ardian dalam konferensi pers , senin , mei . prabowo subianto","""  ,  persen dukung pak ganjar dan  ,  persen dukung pak anies baswedan .  ""  kata ardian dalam konferensi pers ,  senin ,   mei  .    prabowo subianto","['``', ',', 'persen', 'dukung', 'pak', 'ganjar', 'dan', ',', 'persen', 'dukung', 'pak', 'anies', 'baswedan', '.', '``', 'kata', 'ardian', 'dalam', 'konferensi', 'pers', ',', 'senin', ',', 'mei', '.', 'prabowo', 'subianto']",Neutral,Neutral
145,@folkqative @imanlagi Jadi yg bahas masa lalu Pak Prabowo sebenernya pendukung Ganjar apa Anies?,jadi yang bahas masa lalu pak prabowo sebenarnya pendukung ganjar apa anies ?,jadi yg bahas masa lalu pak prabowo sebenernya pendukung ganjar apa anies ?,"['jadi', 'yang', 'bahas', 'masa', 'lalu', 'pak', 'prabowo', 'sebenarnya', 'pendukung', 'ganjar', 'apa', 'anies', '?']",Negative,Neutral
146,"Jika Ganjar di garis nasionalis, Anies di kubu politik Islam, Prabowo berada di poros tengah.
#SemuaDukungPrabowo #ManutJokowi Prabowo Subianto","jika ganjar di garis nasionalis , anies di kubu politik islam , prabowo berada di poros tengah . prabowo subianto","jika ganjar di garis nasionalis ,  anies di kubu politik islam ,  prabowo berada di poros tengah .    prabowo subianto","['jika', 'ganjar', 'di', 'garis', 'nasionalis', ',', 'anies', 'di', 'kubu', 'politik', 'islam', ',', 'prabowo', 'berada', 'di', 'poros', 'tengah', '.', 'prabowo', 'subianto']",Neutral,Neutral
147,"Elektabilitas Prabowo 33,9%; Ganjar 31,9%; dan Anies 20,8%.
#SemuaDukungPrabowo #ManutJokowi Prabowo Subianto","elektabilitas prabowo , % ; ganjar , % ; dan anies , % . prabowo subianto","elektabilitas prabowo  ,  %  ;  ganjar  ,  %  ;  dan anies  ,  %  .    prabowo subianto","['elektabilitas', 'prabowo', ',', '%', ';', 'ganjar', ',', '%', ';', 'dan', 'anies', ',', '%', '.', 'prabowo', 'subianto']",Neutral,Neutral
148,"Banten
Prabowo Subianto: 48,2 persen
Anies Baswedan: 17,5 persen
Ganjar Pranowo: 4,3 persen
TT/TJ: 30 persen #SemuaDukungPrabowo #ManutJokowi Prabowo Subianto","banten prabowo subianto : , persen anies baswedan : , persen ganjar pranowo : , persen tt / tj : persen prabowo subianto","banten prabowo subianto :   ,  persen anies baswedan :   ,  persen ganjar pranowo :   ,  persen tt / tj :   persen   prabowo subianto","['banten', 'prabowo', 'subianto', ':', ',', 'persen', 'anies', 'baswedan', ':', ',', 'persen', 'ganjar', 'pranowo', ':', ',', 'persen', 't', '/', 'tj', ':', 'persen', 'prabowo', 'subianto']",Neutral,Neutral
149,"Sumatera Utara
Prabowo Subianto: 50,0 persen
Anies Baswedan: 32,6 persen
Ganjar Pranowo: 16,2 persen
TT/TJ: 1,2 persen #SemuaDukungPrabowo #ManutJokowi Prabowo Subianto","sumatera utara prabowo subianto : , persen anies baswedan : , persen ganjar pranowo : , persen tt / tj : , persen prabowo subianto","sumatera utara prabowo subianto :   ,  persen anies baswedan :   ,  persen ganjar pranowo :   ,  persen tt / tj :   ,  persen   prabowo subianto","['sumatera', 'utara', 'prabowo', 'subianto', ':', ',', 'persen', 'anies', 'baswedan', ':', ',', 'persen', 'ganjar', 'pranowo', ':', ',', 'persen', 't', '/', 'tj', ':', ',', 'persen', 'prabowo', 'subianto']",Neutral,Neutral
150,"Jawa Barat
Prabowo Subianto: 29,0 persen
Anies Baswedan: 26,3 persen
Ganjar Pranowo 15,0 persen
Tidak tahu/tidak jawab (TT/TJ): 29,7 persen #SemuaDukungPrabowo #ManutJokowi Prabowo Subianto","jawa barat prabowo subianto : , persen anies baswedan : , persen ganjar pranowo , persen tidak tahu / tidak jawab ( tt / tj ) : , persen prabowo subianto","jawa barat prabowo subianto :   ,  persen anies baswedan :   ,  persen ganjar pranowo  ,  persen tidak tahu / tidak jawab  ( tt / tj )  :   ,  persen   prabowo subianto","['jawa', 'barat', 'prabowo', 'subianto', ':', ',', 'persen', 'anies', 'baswedan', ':', ',', 'persen', 'ganjar', 'pranowo', ',', 'persen', 'tidak', 'tahu', '/', 'tidak', 'jawab', '(', 't', '/', 'tj', ')', ':', ',', 'persen', 'prabowo', 'subianto']",Neutral,Neutral
151,"Berikut elektabilitas Prabowo Subianto, Ganjar, dan Anies di 5 provinsi, diurutkan dari provinsi dengan jumlah penduduk terbanyak. #SemuaDukungPrabowo #ManutJokowi Prabowo Subianto","berikut elektabilitas prabowo subianto , ganjar , dan anies di provinsi , diurutkan dari provinsi dengan jumlah penduduk terbanyak . prabowo subianto","berikut elektabilitas prabowo subianto ,  ganjar ,  dan anies di  provinsi ,  diurutkan dari provinsi dengan jumlah penduduk terbanyak .    prabowo subianto","['berikut', 'elektabilitas', 'prabowo', 'subianto', ',', 'ganjar', ',', 'dan', 'anies', 'di', 'provinsi', ',', 'diurutkan', 'dari', 'provinsi', 'dengan', 'jumlah', 'penduduk', 'terbanyak', '.', 'prabowo', 'subianto']",Neutral,Neutral
152,"Tiga kandidat capres itu yakni Prabowo Subianto, Ganjar Pranowo, dan Anies Baswedan. #SemuaDukungPrabowo #ManutJokowi Prabowo Subianto","tiga kandidat capres itu yakni prabowo subianto , ganjar pranowo , dan anies baswedan . prabowo subianto","tiga kandidat capres itu yakni prabowo subianto ,  ganjar pranowo ,  dan anies baswedan .    prabowo subianto","['tiga', 'kandidat', 'capres', 'itu', 'yakni', 'prabowo', 'subianto', ',', 'ganjar', 'pranowo', ',', 'dan', 'anies', 'baswedan', '.', 'prabowo', 'subianto']",Neutral,Neutral
153,"hasil sementara Polling Podcast @akbarfaizal68 yang ingin ikut berpartisipasi di persilahkan...🙏👍
Anies : 66,26%
Prabowo :17,76%
Ganjar :15,98% https://t.co/CdqWrlHgPs","hasil sementara polling podcast yang ingin ikut berpartisipasi di persilahkan . . . foldedhands thumbsup anies : , % prabowo : , % ganjar : , %","hasil sementara polling podcast  yang ingin ikut berpartisipasi di persilahkan .  .  .  anies  :   ,  %  prabowo  :  ,  %  ganjar  :  ,  %","['hasil', 'sementara', 'polling', 'podcast', 'yang', 'ingin', 'ikut', 'berpartisipasi', 'di', 'persilahkan', '.', '.', '.', 'foldedhands', 'thumbsup', 'anies', ':', ',', '%', 'prabowo', ':', ',', '%', 'ganjar', ':', ',', '%']",Neutral,Neutral
154,"@sipil82 @Ahwal08 @Alie_Fahnoor @AndreasSolusi @anisabayan1 @are_inismyname @bengkeldodo @BANGSAygSUJUD @Dahnilanzar @dana_politik @Gerindra Bebas om..pilihan di atur UU.

mau pilih prabowo silakan, ga pilih anies trus pilih prabowo monggo, ga pilih ganjar dan anies kemudian pilih prabowo juga silakan..bebasss"," fahnoor inismyname politik bebas om . . pilihan di atur uu . mau pilih prabowo silakan , enggak pilih anies terus pilih prabowo monggo , enggak pilih ganjar dan anies kemudian pilih prabowo juga silakan . . bebasss","_ fahnoor    _ inismyname     _ politik  bebas om .  . pilihan di atur uu .   mau pilih prabowo silakan ,  ga pilih anies trus pilih prabowo monggo ,  ga pilih ganjar dan anies kemudian pilih prabowo juga silakan .  . bebasss","['fahnoor', 'inismyname', 'politik', 'bebas', 'om', '.', '.', 'pilihan', 'di', 'atur', 'u', '.', 'mau', 'pilih', 'prabowo', 'silakan', ',', 'enggak', 'pilih', 'anies', 'terus', 'pilih', 'prabowo', 'monggo', ',', 'enggak', 'pilih', 'ganjar', 'dan', 'anies', 'kemudian', 'pilih', 'prabowo', 'juga', 'silakan', '.', '.', 'bebas']",Negative,Neutral
155,"Posisi kedua dan ketiga ditempati Ganjar Pranowo dan Anies Baswedan.
#SemuaDukungPrabowo #ManutJokowi Prabowo Subianto",posisi kedua dan ketiga ditempati ganjar pranowo dan anies baswedan . prabowo subianto,posisi kedua dan ketiga ditempati ganjar pranowo dan anies baswedan .    prabowo subianto,"['posisi', 'kedua', 'dan', 'ketiga', 'ditempati', 'ganjar', 'pranowo', 'dan', 'anies', 'baswedan', '.', 'prabowo', 'subianto']",Neutral,Neutral
156,"Survei Populi Center: Prabowo 35,8%, Ganjar 34,4%, Anies 21,5%
https://t.co/IDROyR79rm
#SemuaDukungPrabowo #ManutJokowi Prabowo Subianto","survei populi center : prabowo , % , ganjar , % , anies , % prabowo subianto","survei populi center :  prabowo  ,  %  ,  ganjar  ,  %  ,  anies  ,  %     prabowo subianto","['survei', 'populi', 'center', ':', 'prabowo', ',', '%', ',', 'ganjar', ',', '%', ',', 'anies', ',', '%', 'prabowo', 'subianto']",Neutral,Neutral
