,content,text_clean,casefolding,emojis,alay,tokenizing,elongation,sentiment,alt
88,yg sy takutkan orang ini menjadi target mosad karena kemarin menolak timnas israel,yg sy takutkan orang ini menjadi target mosad karena kemarin menolak timnas israel,yg sy takutkan orang ini menjadi target mosad karena kemarin menolak timnas israel,yg sy takutkan orang ini menjadi target mosad karena kemarin menolak timnas israel,yang saya takutkan orang ini menjadi target mosad karena kemarin menolak timnas israel,"['yang', 'saya', 'takutkan', 'orang', 'ini', 'menjadi', 'target', 'mosad', 'karena', 'kemarin', 'menolak', 'timnas', 'israel']","['yang', 'saya', 'takutkan', 'orang', 'ini', 'menjadi', 'target', 'mosad', 'karena', 'kemarin', 'menolak', 'timnas', 'israel']",Negative,Neutral
89,Lagi berkuasa. Serah Lo aja dah,Lagi berkuasa  Serah Lo aja dah,lagi berkuasa  serah lo aja dah,lagi berkuasa serah lo aja dah,lagi berkuasa serah lo saja deh,"['lagi', 'berkuasa', 'serah', 'lo', 'saja', 'deh']","['lagi', 'berkuasa', 'serah', 'lo', 'saja', 'deh']",Negative,Negative
90,Tetap Prof. MAHFUD MD RI 1 🇮🇩,Tetap Prof  MAHFUD MD RI  🇮🇩,tetap prof  mahfud md ri  🇮🇩,tetap prof mahfud md ri flagindonesia ,tetap prof mahfud md ri flagindonesia ,"['tetap', 'prof', 'mahfud', 'md', 'ri', 'flagindonesia']","['tetap', 'prof', 'mahfud', 'md', 'ri', 'flagindonesia']",Neutral,Neutral
91,novel bamukmin-egi sudjana menuju indonesia mantab,novel bamukmin egi sudjana menuju indonesia mantab,novel bamukmin egi sudjana menuju indonesia mantab,novel bamukmin egi sudjana menuju indonesia mantab,novel bamukmin egi sudjana menuju indonesia mantab,"['novel', 'bamukmin', 'egi', 'sudjana', 'menuju', 'indonesia', 'mantab']","['novel', 'bamukmin', 'egi', 'sudjana', 'menuju', 'indonesia', 'mantab']",Neutral,Neutral
92,​@Bambang Adijantopartai umat 😅😅😅,​ Adijantopartai umat 😅😅😅,​ adijantopartai umat 😅😅😅, adijantopartai umat grinningfacewithsweat grinningfacewithsweat grinningfacewithsweat , adijantopartai umat grinningfacewithsweat grinningfacewithsweat grinningfacewithsweat ,"['adijantopartai', 'umat', 'grinningfacewithsweat', 'grinningfacewithsweat', 'grinningfacewithsweat']","['adijantopartai', 'umat', 'grinningfacewithsweat', 'grinningfacewithsweat', 'grinningfacewithsweat']",Negative,Neutral
93,​@fadiel fadiel Masalahnya Partai mana yg akan mengusung.,​ fadiel Masalahnya Partai mana yg akan mengusung,​ fadiel masalahnya partai mana yg akan mengusung, fadiel masalahnya partai mana yg akan mengusung, fadiel masalahnya partai mana yang akan mengusung,"['fadiel', 'masalahnya', 'partai', 'mana', 'yang', 'akan', 'mengusung']","['fadiel', 'masalahnya', 'partai', 'mana', 'yang', 'akan', 'mengusung']",Negative,Neutral
94,setuju.dan wakilnya pak erick.lengkap sudahh😊,setuju dan wakilnya pak erick lengkap sudahh😊,setuju dan wakilnya pak erick lengkap sudahh😊,setuju dan wakilnya pak erick lengkap sudahh smilingfacewithsmilingeyes ,setuju dan wakilnya pak erick lengkap sudahh smilingfacewithsmilingeyes ,"['setuju', 'dan', 'wakilnya', 'pak', 'erick', 'lengkap', 'sudahh', 'smilingfacewithsmilingeyes']","['setuju', 'dan', 'wakilnya', 'pak', 'erick', 'lengkap', 'sudah', 'smilingfacewithsmilingeyes']",Positive,Neutral
95,Alhamdulillah. Semoga deklarasi dibulan suci ramadhan akan membawa keberkahan dan kelancarannpak Ganjar untuk menjadi RI 01❤,Alhamdulillah  Semoga deklarasi dibulan suci ramadhan akan membawa keberkahan dan kelancarannpak Ganjar untuk menjadi RI ❤,alhamdulillah  semoga deklarasi dibulan suci ramadhan akan membawa keberkahan dan kelancarannpak ganjar untuk menjadi ri ❤,alhamdulillah semoga deklarasi dibulan suci ramadhan akan membawa keberkahan dan kelancarannpak ganjar untuk menjadi ri ,alhamdulillah semoga deklarasi dibulan suci ramadhan akan membawa keberkahan dan kelancarannpak ganjar untuk menjadi ri ,"['alhamdulillah', 'semoga', 'deklarasi', 'dibulan', 'suci', 'ramadhan', 'akan', 'membawa', 'keberkahan', 'dan', 'kelancarannpak', 'ganjar', 'untuk', 'menjadi', 'ri']","['alhamdulillah', 'semoga', 'deklarasi', 'dibulan', 'suci', 'ramadhan', 'akan', 'membawa', 'keberkahan', 'dan', 'kelancarannpak', 'ganjar', 'untuk', 'menjadi', 'ri']",Positive,Neutral
96,FX berhasil ...mengantarkan Ganjar .capres...😅,FX berhasil    mengantarkan Ganjar  capres   😅,fx berhasil    mengantarkan ganjar  capres   😅,fx berhasil mengantarkan ganjar capres grinningfacewithsweat ,fx berhasil mengantarkan ganjar capres grinningfacewithsweat ,"['fx', 'berhasil', 'mengantarkan', 'ganjar', 'capres', 'grinningfacewithsweat']","['fx', 'berhasil', 'mengantarkan', 'ganjar', 'capres', 'grinningfacewithsweat']",Neutral,Neutral
97,Tida akan dukung partai paling korup,Tida akan dukung partai paling korup,tida akan dukung partai paling korup,tida akan dukung partai paling korup,tida akan dukung partai paling korup,"['tida', 'akan', 'dukung', 'partai', 'paling', 'korup']","['tida', 'akan', 'dukung', 'partai', 'paling', 'korup']",Negative,Neutral
98,75 thn indo merdeka harus nya sudah ada presiden dari suku lain,thn indo merdeka harus nya sudah ada presiden dari suku lain,thn indo merdeka harus nya sudah ada presiden dari suku lain,thn indo merdeka harus nya sudah ada presiden dari suku lain,tahun indonesia merdeka harus nya sudah ada presiden dari suku lain,"['tahun', 'indonesia', 'merdeka', 'harus', 'nya', 'sudah', 'ada', 'presiden', 'dari', 'suku', 'lain']","['tahun', 'indonesia', 'merdeka', 'harus', 'nya', 'sudah', 'ada', 'presiden', 'dari', 'suku', 'lain']",Neutral,Neutral
99,Jika pemimpin di negeri ini selalu suku tertentu maka indonesia suatu saat akan tinggal nama,Jika pemimpin di negeri ini selalu suku tertentu maka indonesia suatu saat akan tinggal nama,jika pemimpin di negeri ini selalu suku tertentu maka indonesia suatu saat akan tinggal nama,jika pemimpin di negeri ini selalu suku tertentu maka indonesia suatu saat akan tinggal nama,jika pemimpin di negeri ini selalu suku tertentu maka indonesia suatu saat akan tinggal nama,"['jika', 'pemimpin', 'di', 'negeri', 'ini', 'selalu', 'suku', 'tertentu', 'maka', 'indonesia', 'suatu', 'saat', 'akan', 'tinggal', 'nama']","['jika', 'pemimpin', 'di', 'negeri', 'ini', 'selalu', 'suku', 'tertentu', 'maka', 'indonesia', 'suatu', 'saat', 'akan', 'tinggal', 'nama']",Neutral,Neutral
100,Yg jdi masalah suku lain GK pernah nongol,Yg jdi masalah suku lain GK pernah nongol,yg jdi masalah suku lain gk pernah nongol,yg jdi masalah suku lain gk pernah nongol,yang jadi masalah suku lain enggak pernah nongol,"['yang', 'jadi', 'masalah', 'suku', 'lain', 'enggak', 'pernah', 'nongol']","['yang', 'jadi', 'masalah', 'suku', 'lain', 'enggak', 'pernah', 'nongol']",Negative,Neutral
101,apalagi klo dari imigran ilegal lebih parah lagi dong...wakakakakakakakkkk,apalagi klo dari imigran ilegal lebih parah lagi dong   wakakakakakakakkkk,apalagi klo dari imigran ilegal lebih parah lagi dong   wakakakakakakakkkk,apalagi klo dari imigran ilegal lebih parah lagi dong wakakakakakakakkkk,apalagi kalo dari imigran ilegal lebih parah lagi dong wakakakakakakakkkk,"['apalagi', 'kalo', 'dari', 'imigran', 'ilegal', 'lebih', 'parah', 'lagi', 'dong', 'wakakakakakakakkkk']","['apalagi', 'kalo', 'dari', 'imigran', 'ilegal', 'lebih', 'parah', 'lagi', 'dong', 'wakakakakakakak']",Negative,Neutral
102,Dari suku yang lain belum ada yang menonjol,Dari suku yang lain belum ada yang menonjol,dari suku yang lain belum ada yang menonjol,dari suku yang lain belum ada yang menonjol,dari suku yang lain belum ada yang menonjol,"['dari', 'suku', 'yang', 'lain', 'belum', 'ada', 'yang', 'menonjol']","['dari', 'suku', 'yang', 'lain', 'belum', 'ada', 'yang', 'menonjol']",Negative,Neutral
103,yag luar sana juga boleh nyalonin....tar rakyat yg pilih.<br>orang kok begok,yag luar sana juga boleh nyalonin    tar rakyat yg pilih  br orang kok begok,yag luar sana juga boleh nyalonin    tar rakyat yg pilih  br orang kok begok,yag luar sana juga boleh nyalonin tar rakyat yg pilih br orang kok begok,yag luar sana juga boleh nyalonin entar rakyat yang pilih baru orang kok bego,"['yag', 'luar', 'sana', 'juga', 'boleh', 'nyalonin', 'entar', 'rakyat', 'yang', 'pilih', 'baru', 'orang', 'kok', 'bego']","['yag', 'luar', 'sana', 'juga', 'boleh', 'nyalonin', 'entar', 'rakyat', 'yang', 'pilih', 'baru', 'orang', 'kok', 'bego']",Negative,Negative
104,GANJAR PRABOWO dengan jargon: JARWO KUAT(kok mlh mirip namanya pelawak)😂.<br>Yang pasti saya dukung 100% pasangan ini: GANJAR PRABOWO untuk NKRI makin kuat &amp; maju👍👍👍,GANJAR PRABOWO dengan jargon  JARWO KUAT kok mlh mirip namanya pelawak 😂  br Yang pasti saya dukung   pasangan ini  GANJAR PRABOWO untuk NKRI makin kuat  amp  maju👍👍👍,ganjar prabowo dengan jargon  jarwo kuat kok mlh mirip namanya pelawak 😂  br yang pasti saya dukung   pasangan ini  ganjar prabowo untuk nkri makin kuat  amp  maju👍👍👍,ganjar prabowo dengan jargon jarwo kuat kok mlh mirip namanya pelawak facewithtearsofjoy br yang pasti saya dukung pasangan ini ganjar prabowo untuk nkri makin kuat amp maju thumbsup thumbsup thumbsup ,ganjar prabowo dengan jargon jarwo kuat kok malah mirip namanya pelawak facewithtearsofjoy baru yang pasti saya dukung pasangan ini ganjar prabowo untuk nkri makin kuat amp maju thumbsup thumbsup thumbsup ,"['ganjar', 'prabowo', 'dengan', 'jargon', 'jarwo', 'kuat', 'kok', 'malah', 'mirip', 'namanya', 'pelawak', 'facewithtearsofjoy', 'baru', 'yang', 'pasti', 'saya', 'dukung', 'pasangan', 'ini', 'ganjar', 'prabowo', 'untuk', 'nkri', 'makin', 'kuat', 'amp', 'maju', 'thumbsup', 'thumbsup', 'thumbsup']","['ganjar', 'prabowo', 'dengan', 'jargon', 'jarwo', 'kuat', 'kok', 'malah', 'mirip', 'namanya', 'pelawak', 'facewithtearsofjoy', 'baru', 'yang', 'pasti', 'saya', 'dukung', 'pasangan', 'ini', 'ganjar', 'prabowo', 'untuk', 'nkri', 'makin', 'kuat', 'amp', 'maju', 'thumbsup', 'thumbsup', 'thumbsup']",Positive,Neutral
105,Aku ga milih ganjar,Aku ga milih ganjar,aku ga milih ganjar,aku ga milih ganjar,aku enggak memilih ganjar,"['aku', 'enggak', 'memilih', 'ganjar']","['aku', 'enggak', 'memilih', 'ganjar']",Neutral,Neutral
106,Ternyata semua ini cuma sandiwara utk menaikan rating 🤔🤔,Ternyata semua ini cuma sandiwara utk menaikan rating 🤔🤔,ternyata semua ini cuma sandiwara utk menaikan rating 🤔🤔,ternyata semua ini cuma sandiwara utk menaikan rating thinkingface thinkingface ,ternyata semua ini cuma sandiwara untuk menaikan rating thinkingface thinkingface ,"['ternyata', 'semua', 'ini', 'cuma', 'sandiwara', 'untuk', 'menaikan', 'rating', 'thinkingface', 'thinkingface']","['ternyata', 'semua', 'ini', 'cuma', 'sandiwara', 'untuk', 'menaikan', 'rating', 'thinkingface', 'thinkingface']",Negative,Negative
107,"Gubernur gagal kok jadi capres.. <br>Bakal jadi wayang baru megalodon<br><br>Saatnya ganti penguasa.. Jgn banteng lagi yg berkuasa karena terbukti kinerja nya tidak pro rakyat, tapi pro investor.. <br><br>Apakah ini ideologi megalodon kepada kadernya untuk jadi wayang partai utk kepentingan partai dan penguasa... kutip ucapan kadernya: <br> &quot;Kami sebagai kader partai memahami bahwa isu RUU Perampasan Aset itu bisa menciptakan otoritarian baru bagi seorang yang berkuasa. Itulah kenapa kita harus ngomong coba itu bicara dulu kan para ketum partai, karena itu bisa menciptakan otoritarian baru,&quot; ujar pria yang akrab disapa Bambang Pacul itu di Gedung Nusantara II, Kompleks Parlemen, Jakarta, Selasa (11/4).<br><br>Terbukti kalau yg duduk di kursi legislatif itu bukan menjadi dewan perwakilan rakyat (DPR) melainkan dewan perwakilan ketua partai (DPKP)",Gubernur gagal kok jadi capres    br Bakal jadi wayang baru megalodon br  br Saatnya ganti penguasa   Jgn banteng lagi yg berkuasa karena terbukti kinerja nya tidak pro rakyat  tapi pro investor    br  br Apakah ini ideologi megalodon kepada kadernya untuk jadi wayang partai utk kepentingan partai dan penguasa    kutip ucapan kadernya   br   quot Kami sebagai kader partai memahami bahwa isu RUU Perampasan Aset itu bisa menciptakan otoritarian baru bagi seorang yang berkuasa  Itulah kenapa kita harus ngomong coba itu bicara dulu kan para ketum partai  karena itu bisa menciptakan otoritarian baru  quot  ujar pria yang akrab disapa Bambang Pacul itu di Gedung Nusantara II  Kompleks Parlemen  Jakarta  Selasa      br  br Terbukti kalau yg duduk di kursi legislatif itu bukan menjadi dewan perwakilan rakyat  DPR  melainkan dewan perwakilan ketua partai  DPKP,gubernur gagal kok jadi capres    br bakal jadi wayang baru megalodon br  br saatnya ganti penguasa   jgn banteng lagi yg berkuasa karena terbukti kinerja nya tidak pro rakyat  tapi pro investor    br  br apakah ini ideologi megalodon kepada kadernya untuk jadi wayang partai utk kepentingan partai dan penguasa    kutip ucapan kadernya   br   quot kami sebagai kader partai memahami bahwa isu ruu perampasan aset itu bisa menciptakan otoritarian baru bagi seorang yang berkuasa  itulah kenapa kita harus ngomong coba itu bicara dulu kan para ketum partai  karena itu bisa menciptakan otoritarian baru  quot  ujar pria yang akrab disapa bambang pacul itu di gedung nusantara ii  kompleks parlemen  jakarta  selasa      br  br terbukti kalau yg duduk di kursi legislatif itu bukan menjadi dewan perwakilan rakyat  dpr  melainkan dewan perwakilan ketua partai  dpkp,gubernur gagal kok jadi capres br bakal jadi wayang baru megalodon br br saatnya ganti penguasa jgn banteng lagi yg berkuasa karena terbukti kinerja nya tidak pro rakyat tapi pro investor br br apakah ini ideologi megalodon kepada kadernya untuk jadi wayang partai utk kepentingan partai dan penguasa kutip ucapan kadernya br quot kami sebagai kader partai memahami bahwa isuruu perampasan asetitu bisa menciptakan otoritarian baru bagi seorang yang berkuasa itulahkenapakita harusngomongcoba itu bicara dulukanpara ketum partai karena itu bisa menciptakan otoritarian baru quot ujar pria yang akrab disapabambang paculitu di gedung nusantara ii kompleks parlemen jakarta selasa br br terbukti kalau yg duduk di kursi legislatif itu bukan menjadi dewan perwakilan rakyat dpr melainkan dewan perwakilan ketua partai dpkp,gubernur gagal kok jadi capres baru bakal jadi wayang baru megalodon baru baru saatnya ganti penguasa jangan banteng lagi yang berkuasa karena terbukti kinerja nya tidak pro rakyat tapi pro investor baru baru apakah ini ideologi megalodon kepada kadernya untuk jadi wayang partai untuk kepentingan partai dan penguasa kutip ucapan kadernya baru quot kami sebagai kader partai memahami bahwa isuruu perampasan asetitu bisa menciptakan otoritarian baru bagi seorang yang berkuasa itulahkenapakita harusngomongcoba itu bicara dulukanpara ketum partai karena itu bisa menciptakan otoritarian baru quot ujar pria yang akrab disapabambang paculitu di gedung nusantara ii kompleks parlemen jakarta selasa baru baru terbukti kalau yang duduk di kursi legislatif itu bukan menjadi dewan perwakilan rakyat dpr melainkan dewan perwakilan ketua partai dpkp,"['gubernur', 'gagal', 'kok', 'jadi', 'capres', 'baru', 'bakal', 'jadi', 'wayang', 'baru', 'megalodon', 'baru', 'baru', 'saatnya', 'ganti', 'penguasa', 'jangan', 'banteng', 'lagi', 'yang', 'berkuasa', 'karena', 'terbukti', 'kinerja', 'nya', 'tidak', 'pro', 'rakyat', 'tapi', 'pro', 'investor', 'baru', 'baru', 'apakah', 'ini', 'ideologi', 'megalodon', 'kepada', 'kadernya', 'untuk', 'jadi', 'wayang', 'partai', 'untuk', 'kepentingan', 'partai', 'dan', 'penguasa', 'kutip', 'ucapan', 'kadernya', 'baru', 'quot', 'kami', 'sebagai', 'kader', 'partai', 'memahami', 'bahwa', 'isuruu', 'perampasan', 'asetitu', 'bisa', 'menciptakan', 'otoritarian', 'baru', 'bagi', 'seorang', 'yang', 'berkuasa', 'itulahkenapakita', 'harusngomongcoba', 'itu', 'bicara', 'dulukanpara', 'ketum', 'partai', 'karena', 'itu', 'bisa', 'menciptakan', 'otoritarian', 'baru', 'quot', 'ujar', 'pria', 'yang', 'akrab', 'disapabambang', 'paculitu', 'di', 'gedung', 'nusantara', 'ii', 'kompleks', 'parlemen', 'jakarta', 'selasa', 'baru', 'baru', 'terbukti', 'kalau', 'yang', 'duduk', 'di', 'kursi', 'legislatif', 'itu', 'bukan', 'menjadi', 'dewan', 'perwakilan', 'rakyat', 'dpr', 'melainkan', 'dewan', 'perwakilan', 'ketua', 'partai', 'dpkp']","['gubernur', 'gagal', 'kok', 'jadi', 'capres', 'baru', 'bakal', 'jadi', 'wayang', 'baru', 'megalodon', 'baru', 'baru', 'saatnya', 'ganti', 'penguasa', 'jangan', 'banteng', 'lagi', 'yang', 'berkuasa', 'karena', 'terbukti', 'kinerja', 'nya', 'tidak', 'pro', 'rakyat', 'tapi', 'pro', 'investor', 'baru', 'baru', 'apakah', 'ini', 'ideologi', 'megalodon', 'kepada', 'kadernya', 'untuk', 'jadi', 'wayang', 'partai', 'untuk', 'kepentingan', 'partai', 'dan', 'penguasa', 'kutip', 'ucapan', 'kadernya', 'baru', 'quot', 'kami', 'sebagai', 'kader', 'partai', 'memahami', 'bahwa', 'isuru', 'perampasan', 'asetitu', 'bisa', 'menciptakan', 'otoritarian', 'baru', 'bagi', 'seorang', 'yang', 'berkuasa', 'itulahkenapakita', 'harusngomongcoba', 'itu', 'bicara', 'dulukanpara', 'ketum', 'partai', 'karena', 'itu', 'bisa', 'menciptakan', 'otoritarian', 'baru', 'quot', 'ujar', 'pria', 'yang', 'akrab', 'disapabambang', 'paculitu', 'di', 'gedung', 'nusantara', 'i', 'kompleks', 'parlemen', 'jakarta', 'selasa', 'baru', 'baru', 'terbukti', 'kalau', 'yang', 'duduk', 'di', 'kursi', 'legislatif', 'itu', 'bukan', 'menjadi', 'dewan', 'perwakilan', 'rakyat', 'dpr', 'melainkan', 'dewan', 'perwakilan', 'ketua', 'partai', 'dpkp']",Negative,Negative
108,Rakyat Indonesia tidak akan pernah lupa orang yang menggagalkan piala Dunia U20.,Rakyat Indonesia tidak akan pernah lupa orang yang menggagalkan piala Dunia U,rakyat indonesia tidak akan pernah lupa orang yang menggagalkan piala dunia u,rakyat indonesia tidak akan pernah lupa orang yang menggagalkan piala dunia u,rakyat indonesia tidak akan pernah lupa orang yang menggagalkan piala dunia lu,"['rakyat', 'indonesia', 'tidak', 'akan', 'pernah', 'lupa', 'orang', 'yang', 'menggagalkan', 'piala', 'dunia', 'lu']","['rakyat', 'indonesia', 'tidak', 'akan', 'pernah', 'lupa', 'orang', 'yang', 'menggagalkan', 'piala', 'dunia', 'lu']",Negative,Neutral
109,"Alah memang belum siap, minimal lolos kualifikasi dari pada ngarep jadi tuan rumah biar bisa main",Alah memang belum siap  minimal lolos kualifikasi dari pada ngarep jadi tuan rumah biar bisa main,alah memang belum siap  minimal lolos kualifikasi dari pada ngarep jadi tuan rumah biar bisa main,alah memang belum siap minimal lolos kualifikasi dari pada ngarep jadi tuan rumah biar bisa main,alah memang belum siap minimal lolos kualifikasi dari pada mengharap jadi tuan rumah biar bisa main,"['alah', 'memang', 'belum', 'siap', 'minimal', 'lolos', 'kualifikasi', 'dari', 'pada', 'mengharap', 'jadi', 'tuan', 'rumah', 'biar', 'bisa', 'main']","['alah', 'memang', 'belum', 'siap', 'minimal', 'lolos', 'kualifikasi', 'dari', 'pada', 'mengharap', 'jadi', 'tuan', 'rumah', 'biar', 'bisa', 'main']",Neutral,Neutral
110,jngan cuma harap jadi tuan rumah..  Usahakan lolos kualifikasi..,jngan cuma harap jadi tuan rumah    Usahakan lolos kualifikasi,jngan cuma harap jadi tuan rumah    usahakan lolos kualifikasi,jngan cuma harap jadi tuan rumah usahakan lolos kualifikasi,jangan cuma harap jadi tuan rumah usahakan lolos kualifikasi,"['jangan', 'cuma', 'harap', 'jadi', 'tuan', 'rumah', 'usahakan', 'lolos', 'kualifikasi']","['jangan', 'cuma', 'harap', 'jadi', 'tuan', 'rumah', 'usahakan', 'lolos', 'kualifikasi']",Negative,Neutral
111,"Ibu Megawati hebat, luar biasa, dan salut.. Ibu Mega memang terbaik..",Ibu Megawati hebat  luar biasa  dan salut   Ibu Mega memang terbaik,ibu megawati hebat  luar biasa  dan salut   ibu mega memang terbaik,ibu megawati hebat luar biasa dan salut ibu mega memang terbaik,ibu megawati hebat luar biasa dan salut ibu mega memang terbaik,"['ibu', 'megawati', 'hebat', 'luar', 'biasa', 'dan', 'salut', 'ibu', 'mega', 'memang', 'terbaik']","['ibu', 'megawati', 'hebat', 'luar', 'biasa', 'dan', 'salut', 'ibu', 'mega', 'memang', 'terbaik']",Positive,Positive
112,Hebat????,Hebat,hebat,hebat,hebat,['hebat'],['hebat'],Positive,Neutral
113,Alhamdulillah pak ganjar ❤,Alhamdulillah pak ganjar ❤,alhamdulillah pak ganjar ❤,alhamdulillah pak ganjar ,alhamdulillah pak ganjar ,"['alhamdulillah', 'pak', 'ganjar']","['alhamdulillah', 'pak', 'ganjar']",Positive,Positive
114,Njir kejutan disaat musim mudik eh malah kasih pengunguman,Njir kejutan disaat musim mudik eh malah kasih pengunguman,njir kejutan disaat musim mudik eh malah kasih pengunguman,njir kejutan disaat musim mudik eh malah kasih pengunguman,anjir kejutan disaat musim mudik eh malah kasih pengunguman,"['anjir', 'kejutan', 'disaat', 'musim', 'mudik', 'eh', 'malah', 'kasih', 'pengunguman']","['anjir', 'kejutan', 'disaat', 'musim', 'mudik', 'eh', 'malah', 'kasih', 'pengunguman']",Negative,Neutral
115,"Semuanya ini berkat pak Rudy juga dukungan penuh ke Pak Ganjar Pranowo, terimakasih pak Rudy 🙏🥰",Semuanya ini berkat pak Rudy juga dukungan penuh ke Pak Ganjar Pranowo  terimakasih pak Rudy 🙏🥰,semuanya ini berkat pak rudy juga dukungan penuh ke pak ganjar pranowo  terimakasih pak rudy 🙏🥰,semuanya ini berkat pak rudy juga dukungan penuh ke pak ganjar pranowo terimakasih pak rudy foldedhands smilingfacewithhearts ,semuanya ini berkat pak rudy juga dukungan penuh ke pak ganjar pranowo terimakasih pak rudy foldedhands smilingfacewithhearts ,"['semuanya', 'ini', 'berkat', 'pak', 'rudy', 'juga', 'dukungan', 'penuh', 'ke', 'pak', 'ganjar', 'pranowo', 'terimakasih', 'pak', 'rudy', 'foldedhands', 'smilingfacewithhearts']","['semuanya', 'ini', 'berkat', 'pak', 'rudy', 'juga', 'dukungan', 'penuh', 'ke', 'pak', 'ganjar', 'pranowo', 'terimakasih', 'pak', 'rudy', 'foldedhands', 'smilingfacewithhearts']",Positive,Neutral
116,😊,😊,😊, smilingfacewithsmilingeyes , smilingfacewithsmilingeyes ,['smilingfacewithsmilingeyes'],['smilingfacewithsmilingeyes'],Neutral,Neutral
117,"Ganjar - Mahfud MD tongkat estafet kepemimpinan RI 1 dan RI 2 , Indonesia akan maju dan menjadi lebih baik lagi untuk ke depannya.",Ganjar   Mahfud MD tongkat estafet kepemimpinan RI  dan RI    Indonesia akan maju dan menjadi lebih baik lagi untuk ke depannya,ganjar   mahfud md tongkat estafet kepemimpinan ri  dan ri    indonesia akan maju dan menjadi lebih baik lagi untuk ke depannya,ganjar mahfud md tongkat estafet kepemimpinan ri dan ri indonesia akan maju dan menjadi lebih baik lagi untuk ke depannya,ganjar mahfud md tongkat estafet kepemimpinan ri dan ri indonesia akan maju dan menjadi lebih baik lagi untuk ke depannya,"['ganjar', 'mahfud', 'md', 'tongkat', 'estafet', 'kepemimpinan', 'ri', 'dan', 'ri', 'indonesia', 'akan', 'maju', 'dan', 'menjadi', 'lebih', 'baik', 'lagi', 'untuk', 'ke', 'depannya']","['ganjar', 'mahfud', 'md', 'tongkat', 'estafet', 'kepemimpinan', 'ri', 'dan', 'ri', 'indonesia', 'akan', 'maju', 'dan', 'menjadi', 'lebih', 'baik', 'lagi', 'untuk', 'ke', 'depannya']",Neutral,Neutral
118,Emoooh,Emoooh,emoooh,emoooh,emoooh,['emoooh'],['emoooh'],Neutral,Neutral
119,Setuju ❤,Setuju ❤,setuju ❤,setuju ,setuju ,['setuju'],['setuju'],Negative,Neutral
120,​@27 alfaruq atur aja deh.... Yg penting Lo PD suka,​ alfaruq atur aja deh     Yg penting Lo PD suka,​ alfaruq atur aja deh     yg penting lo pd suka, alfaruq atur aja deh yg penting lo pd suka, alfaruq atur saja deh yang penting lo pada suka,"['alfaruq', 'atur', 'saja', 'deh', 'yang', 'penting', 'lo', 'pada', 'suka']","['alfaruq', 'atur', 'saja', 'deh', 'yang', 'penting', 'lo', 'pada', 'suka']",Negative,Neutral
121,Serah Lo aja bong . Atur aja,Serah Lo aja bong   Atur aja,serah lo aja bong   atur aja,serah lo aja bong atur aja,serah lo saja bong atur saja,"['serah', 'lo', 'saja', 'bong', 'atur', 'saja']","['serah', 'lo', 'saja', 'bong', 'atur', 'saja']",Negative,Negative
122,Tetap Prof. MAHFUD MD RI 1 🇮🇩,Tetap Prof  MAHFUD MD RI  🇮🇩,tetap prof  mahfud md ri  🇮🇩,tetap prof mahfud md ri flagindonesia ,tetap prof mahfud md ri flagindonesia ,"['tetap', 'prof', 'mahfud', 'md', 'ri', 'flagindonesia']","['tetap', 'prof', 'mahfud', 'md', 'ri', 'flagindonesia']",Neutral,Neutral
123,"Alhamdulillah, pak Ganjar Pranowo capres ideal asli pribumi bukan kw kw, merakyat, sederhana dan berprestasi",Alhamdulillah  pak Ganjar Pranowo capres ideal asli pribumi bukan kw kw  merakyat  sederhana dan berprestasi,alhamdulillah  pak ganjar pranowo capres ideal asli pribumi bukan kw kw  merakyat  sederhana dan berprestasi,alhamdulillah pak ganjar pranowo capres ideal asli pribumi bukan kw kw merakyat sederhana dan berprestasi,alhamdulillah pak ganjar pranowo capres ideal asli pribumi bukan kau kau merakyat sederhana dan berprestasi,"['alhamdulillah', 'pak', 'ganjar', 'pranowo', 'capres', 'ideal', 'asli', 'pribumi', 'bukan', 'kau', 'kau', 'merakyat', 'sederhana', 'dan', 'berprestasi']","['alhamdulillah', 'pak', 'ganjar', 'pranowo', 'capres', 'ideal', 'asli', 'pribumi', 'bukan', 'kau', 'kau', 'merakyat', 'sederhana', 'dan', 'berprestasi']",Negative,Neutral
124,@Nathan Izqian kamu tolol bocah,Izqian kamu tolol bocah,izqian kamu tolol bocah,izqian kamu tolol bocah,izqian kamu tolol bocah,"['izqian', 'kamu', 'tolol', 'bocah']","['izqian', 'kamu', 'tolol', 'bocah']",Negative,Neutral
