,Date,User,Tweet,Hashtags,Like,Retweet,Reply,text_clean,text_preprocessed,Result Prediction
3974,2023-01-01,MortonTristen,Gerakan nusantara bersatu dibawah komando Presiden Jokowi #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiBapakInfrastruktur #JokowiBapakInfrastruktur https://t.co/YMZ07KDyJF,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiBapakInfrastruktur', 'JokowiBapakInfrastruktur']",0,0,0,gerakan nusantara bersatu dibawah komando presiden jokowi,"['gerakan', 'nusantara', 'bersatu', 'dibawah', 'komando', 'presiden', 'jokowi']",Positive
3975,2023-01-01,MortonTristen,Presiden Joko Widodo Terbaik #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiBapakInfrastruktur #JokowiBapakInfrastruktur https://t.co/oKEjTexX9l,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiBapakInfrastruktur', 'JokowiBapakInfrastruktur']",0,0,0,presiden joko widodo terbaik,"['presiden', 'joko', 'widodo', 'terbaik']",Positive
3976,2023-01-01,MortonTristen,Presiden Jokowi mantap! Memajukan Indonesia #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiBapakInfrastruktur #JokowiBapakInfrastruktur https://t.co/VWIBJ4ijEd,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiBapakInfrastruktur', 'JokowiBapakInfrastruktur']",0,0,0,presiden jokowi mantap memajukan indonesia,"['presiden', 'jokowi', 'mantap', 'memajukan', 'indonesia']",Positive
3977,2023-01-01,MortonTristen,Indonesia Maju bersama Presiden Jokowi #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiBapakInfrastruktur #JokowiBapakInfrastruktur https://t.co/7KXfLS4G8d,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiBapakInfrastruktur', 'JokowiBapakInfrastruktur']",0,0,0,indonesia maju bersama presiden jokowi,"['indonesia', 'maju', 'presiden', 'jokowi']",Positive
3978,2023-01-01,Elenagomeaz,Kerja Nyata Presiden Jokowi Dalam Membangun Infrastruktur di Sumatera Selatan!! https://t.co/3IcrykrBK7 #jokowihebat ino harianto polresta balam,['jokowihebat'],0,0,0,kerja nyata presiden jokowi dalam membangun infrastruktur di sumatera selatan ino harianto polresta balam,"['kerja', 'nyata', 'presiden', 'jokowi', 'membangun', 'infrastruktur', 'sumatera', 'selatan', 'ino', 'harianto', 'polresta', 'balam']",Positive
3979,2023-01-01,MortonTristen,Presiden Jokowi memajukan Indonesia #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #NKRIMajuBersamaJokowi https://t.co/aw8DdKAxjt,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiMajuBersamaIndonesia', 'NKRIMajuBersamaJokowi']",0,0,0,presiden jokowi memajukan indonesia,"['presiden', 'jokowi', 'memajukan', 'indonesia']",Positive
3980,2023-01-01,MortonTristen,Presien Jokowi memang Presiden terbaik Indonesia #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/uE9Wa7wIh3,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiMajuBersamaIndonesia', 'JokowiBapakInfrastruktur']",0,0,0,presien jokowi memang presiden terbaik indonesia,"['presien', 'jokowi', 'presiden', 'terbaik', 'indonesia']",Positive
3981,2023-01-01,MortonTristen,Presiden Jokowi kebanggaan Indonesia #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiBapakInfrastruktur #JokowiBapakInfrastruktur https://t.co/9Ya4wQ0y3h,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiBapakInfrastruktur', 'JokowiBapakInfrastruktur']",0,0,0,presiden jokowi kebanggaan indonesia,"['presiden', 'jokowi', 'kebanggaan', 'indonesia']",Positive
3982,2023-01-01,MortonTristen,Presiden Jokowi terlihat akrab dengan Raja Arab #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiBapakInfrastruktur #JokowiBapakInfrastruktur https://t.co/1NFS3UBrh4,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiBapakInfrastruktur', 'JokowiBapakInfrastruktur']",0,0,0,presiden jokowi terlihat akrab dengan raja arab,"['presiden', 'jokowi', 'akrab', 'raja', 'arab']",Positive
3983,2023-01-01,MortonTristen,Presiden Jokowi mantap #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiBapakInfrastruktur #JokowiBapakInfrastruktur https://t.co/o9T8YI53vk,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiBapakInfrastruktur', 'JokowiBapakInfrastruktur']",0,0,0,presiden jokowi mantap,"['presiden', 'jokowi', 'mantap']",Positive
3984,2023-01-01,sexygril2010,Bangga Sekali saya punya presiden seperti Pak Jokowi https://t.co/st8sEC33uZ ##JokowiHebat Polrestabes Medan Luar Biasa,['JokowiHebat'],0,0,0,bangga sekali saya punya presiden seperti pak jokowi polrestabes medan luar biasa,"['bangga', 'presiden', 'jokowi', 'polrestab', 'medan']",Positive
3985,2023-01-01,MortonTristen,Presiden Jokowi terus bangun infrastruktur untuk kemajuan Bangsa Indonesia #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiBapakInfrastruktur #JokowiBapakInfrastruktur https://t.co/zLVUKYNalO,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiBapakInfrastruktur', 'JokowiBapakInfrastruktur']",0,0,0,presiden jokowi terus bangun infrastruktur untuk kemajuan bangsa indonesia,"['presiden', 'jokowi', 'bangun', 'infrastruktur', 'kemajuan', 'bangsa', 'indonesia']",Positive
3986,2023-01-01,MortonTristen,Kebijakan Presiden Jokowi Hebat #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiBapakInfrastruktur #JokowiBapakInfrastruktur https://t.co/3oXekqSy4d,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiBapakInfrastruktur', 'JokowiBapakInfrastruktur']",0,0,0,kebijakan presiden jokowi hebat,"['kebijakan', 'presiden', 'jokowi', 'hebat']",Positive
3987,2023-01-01,MortonTristen,Presiden Jokowi kirimkan supres soal Panglima TNI ke DPR #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiBapakInfrastruktur #JokowiBapakInfrastruktur https://t.co/IaUyZZks3K,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiBapakInfrastruktur', 'JokowiBapakInfrastruktur']",0,0,0,presiden jokowi kirimkan supres soal panglima tni ke dpr,"['presiden', 'jokowi', 'kirimkan', 'supr', 'panglima', 'tni', 'dpr']",Positive
3988,2023-01-01,gatorpride32,kebijakan presiden berhasil melewati masa masa sulit indonesia https://t.co/lLRXiwdgJQ ##JokowiHebat Polrestabes Medan Luar Biasa,['JokowiHebat'],0,0,0,kebijakan presiden berhasil melewati masa masa sulit indonesia polrestabes medan luar biasa,"['kebijakan', 'presiden', 'berhasil', 'melewati', 'sulit', 'indonesia', 'polrestab', 'medan']",Positive
3989,2023-01-01,MortonTristen,Gerakan nusantara bersatu dibawah komando Presiden Jokowi #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiBapakInfrastruktur #JokowiBapakInfrastruktur https://t.co/10y0NwOVhk,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiBapakInfrastruktur', 'JokowiBapakInfrastruktur']",0,0,0,gerakan nusantara bersatu dibawah komando presiden jokowi,"['gerakan', 'nusantara', 'bersatu', 'dibawah', 'komando', 'presiden', 'jokowi']",Positive
3990,2023-01-01,MortonTristen,Presiden Jokowi membangun Indonesia #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiBapakInfrastruktur #JokowiBapakInfrastruktur https://t.co/kHbFxzFAkb,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiBapakInfrastruktur', 'JokowiBapakInfrastruktur']",0,0,0,presiden jokowi membangun indonesia,"['presiden', 'jokowi', 'membangun', 'indonesia']",Positive
3991,2023-01-01,elenayalex,"Mari sama sama kita dukung Kebijakan Presiden Jokowi, untuk Indonesia maju dan sejahtera https:/ ##JokowiHebat Polrestabes Medan Luar Biasa",['JokowiHebat'],0,0,0,mari sama sama kita dukung kebijakan presiden jokowi untuk indonesia maju dan sejahtera polrestabes medan luar biasa,"['mari', 'dukung', 'kebijakan', 'presiden', 'jokowi', 'indonesia', 'maju', 'sejahtera', 'polrestab', 'medan']",Positive
3992,2023-01-01,DesiRahayuPutr1,Alasan Presiden Jokowi pindahkan ibu kota negara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/vYRF8N0rZe,"['KotaDuniaUntukSemua', 'IKNSejahterakanIndonesia', 'IKNPemerataanEkonomi', 'IKNtingkatkanKesejahteraan', 'DukungIKNNusantara']",0,0,0,alasan presiden jokowi pindahkan ibu kota negara,"['alasan', 'presiden', 'jokowi', 'pindahkan', 'kota', 'negara']",Positive
3993,2023-01-01,MortonTristen,Presien Jokowi memang Presiden terbaik Indonesia #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/CQxHvEz3M1,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiMajuBersamaIndonesia', 'JokowiBapakInfrastruktur']",0,0,0,presien jokowi memang presiden terbaik indonesia,"['presien', 'jokowi', 'presiden', 'terbaik', 'indonesia']",Positive
3995,2023-01-01,MortonTristen,Presiden Jokowi terus menjaga situasi politik agar tetap aman #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiBapakInfrastruktur #JokowiBapakInfrastruktur https://t.co/uGqVbckQSj,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiBapakInfrastruktur', 'JokowiBapakInfrastruktur']",0,0,0,presiden jokowi terus menjaga situasi politik agar tetap aman,"['presiden', 'jokowi', 'menjaga', 'situasi', 'politik', 'aman']",Neutral
3996,2023-01-01,raquelcorreaa,Sudah terbukti Presiden Jokowi banyak prestasi https://t.co/fVdLCGClq5 #JokowiHebat Iphone 14 Polrestabes Medan,['JokowiHebat'],0,0,0,sudah terbukti presiden jokowi banyak prestasi iphone polrestabes medan,"['terbukti', 'presiden', 'jokowi', 'prestasi', 'iphon', 'polrestab', 'medan']",Positive
3997,2023-01-01,MortonTristen,Pemerintahan Presiden Jokowi selalu menerima masukan apapun untuk kemajuan Indonesia #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/1GAxrgk7xa,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiMajuBersamaIndonesia', 'JokowiBapakInfrastruktur']",0,0,0,pemerintahan presiden jokowi selalu menerima masukan apapun untuk kemajuan indonesia,"['pemerintahan', 'presiden', 'jokowi', 'menerima', 'masukan', 'apapun', 'kemajuan', 'indonesia']",Positive
3998,2023-01-01,Bruno_SouFoda,Masyarakat sangat mengapresiasi keberhasilan presiden Jokowi https://t.co/TBnCdnFEvE #jokowihebat ino harianto  polresta balam,['jokowihebat'],0,0,0,masyarakat sangat mengapresiasi keberhasilan presiden jokowi ino harianto polresta balam,"['masyarakat', 'mengapresiasi', 'keberhasilan', 'presiden', 'jokowi', 'ino', 'harianto', 'polresta', 'balam']",Positive
3999,2023-01-01,MortonTristen,Pemerintahan Presiden Jokowi selalu menerima masukan apapun untuk kemajuan Indonesia #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/2E7ruyH62r,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiMajuBersamaIndonesia', 'JokowiBapakInfrastruktur']",0,0,0,pemerintahan presiden jokowi selalu menerima masukan apapun untuk kemajuan indonesia,"['pemerintahan', 'presiden', 'jokowi', 'menerima', 'masukan', 'apapun', 'kemajuan', 'indonesia']",Positive
4000,2023-01-01,MortonTristen,Presiden Jokowi terus tingkatkan penggunaan energi ramah lingkungan #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiBapakInfrastruktur #JokowiBapakInfrastruktur https://t.co/XnU9ByP42Y,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiBapakInfrastruktur', 'JokowiBapakInfrastruktur']",0,0,0,presiden jokowi terus tingkatkan penggunaan energi ramah lingkungan,"['presiden', 'jokowi', 'tingkatkan', 'penggunaan', 'energi', 'ramah', 'lingkungan']",Positive
4001,2023-01-01,MortonTristen,Presiden Jokowi terus tingkatkan penggunaan energi ramah lingkungan #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiBapakInfrastruktur #JokowiBapakInfrastruktur https://t.co/Bvmvir6RXc,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiBapakInfrastruktur', 'JokowiBapakInfrastruktur']",0,0,0,presiden jokowi terus tingkatkan penggunaan energi ramah lingkungan,"['presiden', 'jokowi', 'tingkatkan', 'penggunaan', 'energi', 'ramah', 'lingkungan']",Positive
4002,2023-01-01,MortonTristen,Pemerataan pembangunan infrastruktur era Presiden Jokowi #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiBapakInfrastruktur #JokowiBapakInfrastruktur https://t.co/WHG3VaGV5A,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiBapakInfrastruktur', 'JokowiBapakInfrastruktur']",0,0,0,pemerataan pembangunan infrastruktur era presiden jokowi,"['pemerataan', 'pembangunan', 'infrastruktur', 'era', 'presiden', 'jokowi']",Positive
4003,2023-01-01,MortonTristen,Presiden Jokowi kirimkan supres soal Panglima TNI ke DPR #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiBapakInfrastruktur #JokowiBapakInfrastruktur https://t.co/KADvaViXQU,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiBapakInfrastruktur', 'JokowiBapakInfrastruktur']",0,0,0,presiden jokowi kirimkan supres soal panglima tni ke dpr,"['presiden', 'jokowi', 'kirimkan', 'supr', 'panglima', 'tni', 'dpr']",Positive
4004,2023-01-01,rizeu_pauo_uo8,"Keren kita masyarakat Kalimantan Tengah bangga, selama pemerintahan Presiden Jokowi pembangunan Indonesia terbukti lebih  #GanjarPresidenku",['GanjarPresidenku'],0,0,0,keren kita masyarakat kalimantan tengah bangga selama pemerintahan presiden jokowi pembangunan indonesia terbukti lebih,"['keren', 'masyarakat', 'kalimantan', 'bangga', 'pemerintahan', 'presiden', 'jokowi', 'pembangunan', 'indonesia', 'terbukti']",Positive
4005,2023-01-01,MortonTristen,Presiden Jokowi Berhasil Bawa Indonesia Maju #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiBapakInfrastruktur #JokowiBapakInfrastruktur https://t.co/rcdW9z78Sb,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiBapakInfrastruktur', 'JokowiBapakInfrastruktur']",0,0,0,presiden jokowi berhasil bawa indonesia maju,"['presiden', 'jokowi', 'berhasil', 'bawa', 'indonesia', 'maju']",Positive
4006,2023-01-01,ebonyboni3,Presiden Jokowi bangun BTS 4G di wilayah Timur Indonesia #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/YultNbndfh,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiMajuBersamaIndonesia', 'JokowiBapakInfrastruktur']",0,0,0,presiden jokowi bangun bts enggak di wilayah timur indonesia,"['presiden', 'jokowi', 'bangun', 'bt', 'wilayah', 'timur', 'indonesia']",Neutral
4007,2023-01-01,khorimkarim,Presiden Jokowi kebut pembangunan kawasan pemerintah di IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/HQ96B3VVG6,"['KotaDuniaUntukSemua', 'IKNSejahterakanIndonesia', 'IKNPemerataanEkonomi', 'IKNtingkatkanKesejahteraan', 'DukungIKNNusantara', 'IndonesiaMaju', 'IbukotaBaruMendunia']",0,0,0,presiden jokowi kebut pembangunan kawasan pemerintah di ikn nusantara,"['presiden', 'jokowi', 'kebut', 'pembangunan', 'kawasan', 'pemerintah', 'ikn', 'nusantara']",Positive
4008,2023-01-01,MortonTristen,Presiden Jokowi berhasil bangkitkan kejayaan ekonomi indonesia lewat infrastruktur maritim #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiBapakInfrastruktur #JokowiBapakInfrastruktur https://t.co/5OQUhOblIe,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiBapakInfrastruktur', 'JokowiBapakInfrastruktur']",0,0,0,presiden jokowi berhasil bangkitkan kejayaan ekonomi indonesia lewat infrastruktur maritim,"['presiden', 'jokowi', 'berhasil', 'bangkitkan', 'kejayaan', 'ekonomi', 'indonesia', 'infrastruktur', 'maritim']",Positive
4009,2023-01-01,sartini_ratna,Presiden Jokowi Sosok Sederhana &amp; Beprestasi. #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur #GanjarPilihanJokowi https://t.co/3VZDpZBNqL,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiMajuBersamaIndonesia', 'JokowiBapakInfrastruktur', 'GanjarPilihanJokowi']",0,0,0,presiden jokowi sosok sederhana amp beprestasi,"['presiden', 'jokowi', 'sosok', 'sederhana', 'amp', 'beprestasi']",Positive
4010,2023-01-01,updateavika,"Indonesia semakin maju, bukti kinerja Presiden Jokowi  #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #NKRIMajuBersamaJokowi https://t.co/vd6tx0tgcu","['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiMajuBersamaIndonesia', 'NKRIMajuBersamaJokowi']",0,0,0,indonesia semakin maju bukti kinerja presiden jokowi,"['indonesia', 'maju', 'bukti', 'kinerja', 'presiden', 'jokowi']",Positive
4011,2023-01-01,Seorangpejuang5,"TERBAIK! Presiden Jokowi terbitkan aturan baru tentang pengelolaan perkotaan
#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur https://t.co/kVMocgZ3yw","['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiMajuBersamaIndonesia', 'JokowiBapakInfrastruktur']",0,0,0,terbaik presiden jokowi terbitkan aturan baru tentang pengelolaan perkotaan,"['terbaik', 'presiden', 'jokowi', 'terbitkan', 'aturan', 'pengelolaan', 'perkotaan']",Positive
4012,2023-01-01,prahmansyah7,"Presiden Jokowi pastikan pemilu 2024 sesuai dengan jadwal 
#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur https://t.co/fdShmQSsbh","['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiMajuBersamaIndonesia', 'JokowiBapakInfrastruktur']",1,0,0,presiden jokowi pastikan pemilu sesuai dengan jadwal,"['presiden', 'jokowi', 'pastikan', 'pemilu', 'sesuai', 'jadwal']",Positive
4014,2023-01-01,Seorangpejuang5,"Presiden Jokowi memang terbaik dalam pembangunan, sudah banyak bukti hasil kerjanya beliau
#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur https://t.co/C7K4VMwHs5","['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiMajuBersamaIndonesia', 'JokowiBapakInfrastruktur']",0,0,0,presiden jokowi memang terbaik dalam pembangunan sudah banyak bukti hasil kerjanya beliau,"['presiden', 'jokowi', 'terbaik', 'pembangunan', 'bukti', 'hasil', 'kerjanya', 'beliau']",Positive
4015,2023-01-01,prahmansyah7,"Presiden Jokowi terbaik pimpin Indonesia semakin maju 
#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur https://t.co/cCIM37RLig","['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiMajuBersamaIndonesia', 'JokowiBapakInfrastruktur']",1,0,0,presiden jokowi terbaik pimpin indonesia semakin maju,"['presiden', 'jokowi', 'terbaik', 'pimpin', 'indonesia', 'maju']",Positive
4016,2023-01-01,EviAdam7,"Presiden Jokowi terbitkan aturan baru tentang pengelolaan perkotaan
#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur https://t.co/iX5wpZ8WzX","['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiMajuBersamaIndonesia', 'JokowiBapakInfrastruktur']",2,0,1,presiden jokowi terbitkan aturan baru tentang pengelolaan perkotaan,"['presiden', 'jokowi', 'terbitkan', 'aturan', 'pengelolaan', 'perkotaan']",Neutral
4017,2023-01-01,prahmansyah7,"Presiden Jokowi peduli keselamatan transportasi 
#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur https://t.co/8kcpPvash9","['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiMajuBersamaIndonesia', 'JokowiBapakInfrastruktur']",1,0,0,presiden jokowi peduli keselamatan transportasi,"['presiden', 'jokowi', 'peduli', 'keselamatan', 'transportasi']",Positive
4018,2023-01-01,Wendiirawan_,Presiden Jokowi merupakan yg terbaik dengan segudang pencapaiannya #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #NKRIMajuBersamaJokowi https://t.co/Xb9uKIRqNq,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiMajuBersamaIndonesia', 'NKRIMajuBersamaJokowi']",1,0,0,presiden jokowi merupakan yang terbaik dengan segudang pencapaiannya,"['presiden', 'jokowi', 'terbaik', 'segudang', 'pencapaiannya']",Positive
4019,2023-01-01,situbondoPD,"Nilai Demokrasi Lebih Baik, PKS Rindu Zaman Presiden SBY.
#PartaiDemokrat
#AHYPimpinPerubahan
https://t.co/jhANgvUegv","['PartaiDemokrat', 'AHYPimpinPerubahan']",0,0,0,nilai demokrasi lebih baik pks rindu zaman presiden surabaya,"['nilai', 'demokrasi', 'pk', 'rindu', 'zaman', 'presiden', 'surabaya']",Positive
4020,2023-01-01,ebonyboni3,Presiden Jokowi tingkatkan kondusivitas dan keamanan perairan di perbatasan #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/Gau9vhnvo0,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiMajuBersamaIndonesia', 'JokowiBapakInfrastruktur']",0,0,0,presiden jokowi tingkatkan kondusivitas dan keamanan perairan di perbatasan,"['presiden', 'jokowi', 'tingkatkan', 'kondusivita', 'keamanan', 'perairan', 'perbatasan']",Neutral
4021,2023-01-01,elvira_tika,Presiden Jokowi merupakan yg terbaik dengan segudang pencapaiannya #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #NKRIMajuBersamaJokowi https://t.co/KImU3UoXnU,"['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiMajuBersamaIndonesia', 'NKRIMajuBersamaJokowi']",2,0,1,presiden jokowi merupakan yang terbaik dengan segudang pencapaiannya,"['presiden', 'jokowi', 'terbaik', 'segudang', 'pencapaiannya']",Positive
4022,2023-01-01,Seorangpejuang5,"Pemerintah tak pernah membahas soal penundaan pemilu 2024, Presiden Jokowi juga sudah tegas menolak 3 periode
#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur https://t.co/xuO0NSjqxo","['JokowiPresidenku', 'PembangunanUntukRakyat', 'PresidenJokowiHebat', 'JokowiMembangunNegeri', 'JokowiMajuBersamaIndonesia', 'JokowiBapakInfrastruktur']",0,0,0,pemerintah tak pernah membahas soal penundaan pemilu presiden jokowi juga sudah tegas menolak periode,"['pemerintah', 'membaha', 'penundaan', 'pemilu', 'presiden', 'jokowi', 'menolak', 'period']",Positive
