,tweet,text_clean,text_preprocessed,sentiment
896,"Kl kyk gt, harapan ibukota pindah k IKN akan musnah kl dia jd presiden.  Jd bohong kn kl ada narasi dia akan nerusin program presiden Jokowi kl semisal dia jd presiden. Ajur sum....... hadehhhh",kl kyk gt harapan ibukota pindah k ikn akan musnah kl dia jd presiden  jd bohong kn kl ada narasi dia akan nerusin program presiden jokowi kl semisal dia jd presiden ajur sum hadehhhh,"['kalo', 'kayak', 'begitu', 'harapan', 'ibukota', 'pindah', 'ke', 'ikn', 'akan', 'musnah', 'kalo', 'dia', 'jadi', 'presiden', 'jadi', 'bohong', 'kan', 'kalo', 'ada', 'narasi', 'dia', 'akan', 'meneruskan', 'program', 'presiden', 'jokowi', 'kalo', 'semisal', 'dia', 'jadi', 'presiden', 'ajur', 'sum', 'hadeh']",Negative
897,@OposisiCerdas Pemindahan ibukota ke ikn kaltim murni keinginan pejabat bermoral bejat tanpa ada persetujuan rakyat. Mending dana pemindahan untk menghemat demi kesejahteraan rakyat,pemindahan ibukota ke ikn kaltim murni keinginan pejabat bermoral bejat tanpa ada persetujuan rakyat mending dana pemindahan untk menghemat demi kesejahteraan rakyat,"['pemindahan', 'ibukota', 'ke', 'ikn', 'kaltim', 'murni', 'keinginan', 'pejabat', 'bermoral', 'bejat', 'tanpa', 'ada', 'persetujuan', 'rakyat', 'mending', 'dana', 'pemindahan', 'untuk', 'menghemat', 'demi', 'kesejahteraan', 'rakyat']",Negative
898,"@MohamadMaskur8 @ridwanwijiyant6 @poppo1310 @DoankWarto Wacana &amp; prencana pemindahan ibukota sdh ada sejak era Soekarno.
Permukaan tanah Jakarta makin turun, bahkan dibeberpa daerah lebih rendah dr permukaan laut.
Padatnya penduduk, dan lokasi yg rawan sekali banjir.",wacana amp prencana pemindahan ibukota sdh ada sejak era soekarno permukaan tanah jakarta makin turun bahkan dibeberpa daerah lebih rendah dr permukaan laut padatnya penduduk dan lokasi yg rawan sekali banjir,"['wacana', 'amp', 'prencana', 'pemindahan', 'ibukota', 'sudah', 'ada', 'sejak', 'era', 'soekarno', 'permukaan', 'tanah', 'jakarta', 'makin', 'turun', 'bahkan', 'dibeberpa', 'daerah', 'lebih', 'rendah', 'dari', 'permukaan', 'laut', 'padatnya', 'penduduk', 'dan', 'lokasi', 'yang', 'rawan', 'sekali', 'banjir']",Positive
899,"Sedang di Gambir nganter @mrshananto dan baru sadar... Stasiun utama ibukota yg serame ini cuma ada 4 peron? Kasian amat ya

Eh apa anggapannya sebetulnya ini bukan stasiun utama ya, yg lebih besar sebetulnya stasiun Kota",sedang di gambir nganter  dan baru sadar stasiun utama ibukota yg serame ini cuma ada  peron kasian amat ya  eh apa anggapannya sebetulnya ini bukan stasiun utama ya yg lebih besar sebetulnya stasiun kota,"['sedang', 'di', 'gambir', 'nganter', 'dan', 'baru', 'sadar', 'stasiun', 'utama', 'ibukota', 'yang', 'serame', 'ini', 'cuma', 'ada', 'peron', 'kasihan', 'amat', 'ya', 'eh', 'apa', 'anggapannya', 'sebetulnya', 'ini', 'bukan', 'stasiun', 'utama', 'ya', 'yang', 'lebih', 'besar', 'sebetulnya', 'stasiun', 'kota']",Negative
900,"@bobby_risakotta Pemindahan ibukota negara?
😀😃😄😁😆 https://t.co/clObA4FtL3",risakotta pemindahan ibukota negara 😀😃😄😁😆,"['risakotta', 'pemindahan', 'ibukota', 'negara', ' grinningface  grinningfacewithbigeyes  grinningfacewithsmilingeyes  beamingfacewithsmilingeyes  grinningsquintingface ']",Positive
901,"Perpindahan ibukota dari Jakarta ke Nusantara di Kalimantan Timur, menjadi kesempatan untuk daerah tersebut mengejar ketertinggalannya dari daerah lain di Indonesia.
#EkonomiRITerusTumbuh https://t.co/eYKxC1kHRX",perpindahan ibukota dari jakarta ke nusantara di kalimantan timur menjadi kesempatan untuk daerah tersebut mengejar ketertinggalannya dari daerah lain di indonesia,"['perpindahan', 'ibukota', 'dari', 'jakarta', 'ke', 'nusantara', 'di', 'kalimantan', 'timur', 'menjadi', 'kesempatan', 'untuk', 'daerah', 'tersebut', 'mengejar', 'ketertinggalannya', 'dari', 'daerah', 'lain', 'di', 'indonesia']",Neutral
902,"Pemindahan ibukota negara menjadi asalah satu momentum bagi provinsi Kalimantan Timur dalam mengejar ketertinggalan pembangunan dari daerah lain.
#EkonomiRITerusTumbuh https://t.co/VaD9sqHTTz",pemindahan ibukota negara menjadi asalah satu momentum bagi provinsi kalimantan timur dalam mengejar ketertinggalan pembangunan dari daerah lain,"['pemindahan', 'ibukota', 'negara', 'menjadi', 'asalah', 'satu', 'momentum', 'bagi', 'provinsi', 'kalimantan', 'timur', 'dalam', 'mengejar', 'ketertinggalan', 'pembangunan', 'dari', 'daerah', 'lain']",Neutral
903,"Maksud keadaan ini sudah tdk normal,apa yaak pak de..?? Kode mo nambah utangan lagi gitu..??🙄

Makanya stop proyek IKN/KCJ-Padalarang dll...
Klupun kegentingan memaksa dan harus pindah ibukota lbh baik ke kota yg sdh jadi saja biar gak bangun dari 0,gimana...??🤔 https://t.co/XdUwDSoGt0",maksud keadaan ini sudah tdk normalapa yaak pak de kode mo nambah utangan lagi gitu🙄  makanya stop proyek iknkcjpadalarang dll klupun kegentingan memaksa dan harus pindah ibukota lbh baik ke kota yg sdh jadi saja biar gak bangun dari gimana🤔,"['maksud', 'keadaan', 'ini', 'sudah', 'tidak', 'normalapa', 'ya', 'pak', 'deh', 'kode', 'mau', 'menambah', 'utangan', 'lagi', 'begitu facewithrollingeyes ', 'makanya', 'stop', 'proyek', 'iknkcjpadalarang', 'dulu', 'klupun', 'kegentingan', 'memaksa', 'dan', 'harus', 'pindah', 'ibukota', 'lebih', 'baik', 'ke', 'kota', 'yang', 'sudah', 'jadi', 'saja', 'biar', 'enggak', 'bangun', 'dari', 'bagaimana thinkingface ']",Negative
904,@Bananag3r @txtdrjkt Kebanyakan daerah penyangga ibukota angkutan umum deket rmh kaga memadai atau ga sampe masuk,kebanyakan daerah penyangga ibukota angkutan umum deket rmh kaga memadai atau ga sampe masuk,"['kebanyakan', 'daerah', 'penyangga', 'ibukota', 'angkutan', 'umum', 'dekat', 'rumah', 'kagak', 'memadai', 'atau', 'enggak', 'sampai', 'masuk']",Negative
905,"Bendungan Sepaku Semoi akan menjadi sumber air untuk 2 juta orang yang berada di ibukota negara Nusantara, yang ditargetkan akan impounding atau diisi air pada bulan Juni 2023.
#EkonomiRITerusTumbuh https://t.co/KzmTIXo7xS",bendungan sepaku semoi akan menjadi sumber air untuk  juta orang yang berada di ibukota negara nusantara yang ditargetkan akan impounding atau diisi air pada bulan juni,"['bendungan', 'sepaku', 'semoi', 'akan', 'menjadi', 'sumber', 'air', 'untuk', 'juta', 'orang', 'yang', 'berada', 'di', 'ibukota', 'negara', 'nusantara', 'yang', 'ditargetkan', 'akan', 'impounding', 'atau', 'diisi', 'air', 'pada', 'bulan', 'juni']",Neutral
906,"Pemindahan ibukota dari Jakarta ke Nusantara di Kalimantan Timur, adalah bentuk perwujudan pemerataan pembangunan di seluruh wilayah Indonesia.
#EkonomiRITerusTumbuh https://t.co/diLJzq5ER2",pemindahan ibukota dari jakarta ke nusantara di kalimantan timur adalah bentuk perwujudan pemerataan pembangunan di seluruh wilayah indonesia,"['pemindahan', 'ibukota', 'dari', 'jakarta', 'ke', 'nusantara', 'di', 'kalimantan', 'timur', 'adalah', 'bentuk', 'perwujudan', 'pemerataan', 'pembangunan', 'di', 'seluruh', 'wilayah', 'indonesia']",Neutral
907,"Desain jalan arteri primer di ibukota negara Nusantara bisa didarati oleh pesawat.
#EkonomiRITerusTumbuh https://t.co/J0f6oQdHtF",desain jalan arteri primer di ibukota negara nusantara bisa didarati oleh pesawat,"['desain', 'jalan', 'arteri', 'primer', 'di', 'ibukota', 'negara', 'nusantara', 'bisa', 'didarati', 'oleh', 'pesawat']",Neutral
908,"Pembangunan proyek ibukota negara atau IKN nusantara secara agregat sudah mencapai 15%.
#EkonomiRITerusTumbuh https://t.co/5fx9myFofa",pembangunan proyek ibukota negara atau ikn nusantara secara agregat sudah mencapai,"['pembangunan', 'proyek', 'ibukota', 'negara', 'atau', 'ikn', 'nusantara', 'secara', 'agregat', 'sudah', 'mencapai']",Negative
909,"Pemerintah mengungkapkan perumahan bagi ASN di ibukota IKN dalam bentuk apartemen. 

#EkonomiRITerusTumbuh https://t.co/VBwHnWaB78",pemerintah mengungkapkan perumahan bagi asn di ibukota ikn dalam bentuk apartemen,"['pemerintah', 'mengungkapkan', 'perumahan', 'bagi', 'asn', 'di', 'ibukota', 'ikn', 'dalam', 'bentuk', 'apartemen']",Neutral
910,"Pembangunan proyek ibukota negara atau IKN nusantara secara agregat sudah mencapai 15%.
#EkonomiRITerusTumbuh https://t.co/jJqpz8Hplc",pembangunan proyek ibukota negara atau ikn nusantara secara agregat sudah mencapai,"['pembangunan', 'proyek', 'ibukota', 'negara', 'atau', 'ikn', 'nusantara', 'secara', 'agregat', 'sudah', 'mencapai']",Negative
911,"Progres bendungan sepaku sempit di ibukota IKN telah mencapai 82%.

#EkonomiRITerusTumbuh https://t.co/pXe1C2f5Bz",progres bendungan sepaku sempit di ibukota ikn telah mencapai,"['progres', 'bendungan', 'sepaku', 'sempit', 'di', 'ibukota', 'ikn', 'telah', 'mencapai']",Negative
912,singapur kayaknya pengen pindah ibukota juga,singapur kayaknya pengen pindah ibukota juga,"['singapur', 'kayaknya', 'pengin', 'pindah', 'ibukota', 'juga']",Negative
913,"Progres bendungan di ibukota negara hingga saat ini mencapai 82%

#EkonomiRITerusTumbuh https://t.co/8HQccz4xvm",progres bendungan di ibukota negara hingga saat ini mencapai,"['progres', 'bendungan', 'di', 'ibukota', 'negara', 'hingga', 'saat', 'ini', 'mencapai']",Neutral
914,"Progres bendungan sepaku Semoi ibukota negara Nusantara telah mencapai 82% pemerintah menargetkan bahwa bendungan akan segera selesai dan bisa diisi air atau Impounding pada juni 2023 mendatang
#EkonomiRITerusTumbuh https://t.co/11ySmXua6I",progres bendungan sepaku semoi ibukota negara nusantara telah mencapai  pemerintah menargetkan bahwa bendungan akan segera selesai dan bisa diisi air atau impounding pada juni  mendatang,"['progres', 'bendungan', 'sepaku', 'semoi', 'ibukota', 'negara', 'nusantara', 'telah', 'mencapai', 'pemerintah', 'menargetkan', 'bahwa', 'bendungan', 'akan', 'segera', 'selesai', 'dan', 'bisa', 'diisi', 'air', 'atau', 'impounding', 'pada', 'juni', 'mendatang']",Neutral
915,"@CNNIndonesia Ukraina terlalu bodoh, coba ambil strategi terbangkan pesawat di ibukota jatuhkan bom nuklir, klu perlu di kantor Presiden biar ngga seenaknya Rusia membombardir Ukraina",ukraina terlalu bodoh coba ambil strategi terbangkan pesawat di ibukota jatuhkan bom nuklir klu perlu di kantor presiden biar ngga seenaknya rusia membombardir ukraina,"['ukraina', 'terlalu', 'bodoh', 'coba', 'ambil', 'strategi', 'terbangkan', 'pesawat', 'di', 'ibukota', 'jatuhkan', 'bom', 'nuklir', 'kalau', 'perlu', 'di', 'kantor', 'presiden', 'biar', 'enggak', 'seenaknya', 'rusia', 'membombardir', 'ukraina']",Neutral
916,@tanyarlfes abis lulus smp kerja di toko mebel dan gaji pertama 250ribu perbulan (tahun 2010an) lambat laun naik terakhir nerima 500ribu th 2011 tapi memutuskan resign dan pindah ke ibukota buat nyari part time sekalian ngelanjutin sekolah smk,abis lulus smp kerja di toko mebel dan gaji pertama ribu perbulan tahun an lambat laun naik terakhir nerima ribu th  tapi memutuskan resign dan pindah ke ibukota buat nyari part time sekalian ngelanjutin sekolah smk,"['habis', 'lulus', 'sampai', 'kerja', 'di', 'toko', 'mebel', 'dan', 'gaji', 'pertama', 'ribu', 'perbulan', 'tahun', 'an', 'lambat', 'laun', 'naik', 'terakhir', 'menerima', 'ribu', 'tahu', 'tapi', 'memutuskan', 'resign', 'dan', 'pindah', 'ke', 'ibukota', 'buat', 'mencari', 'part', 'time', 'sekalian', 'ngelanjutin', 'sekolah', 'smk']",Negative
917,@kartarahardja AKU RAKYAT BIASA HANYA MELIHAT KALAH TUJUAN PEMINDAHAN IBUKOTA KE IKN ITU SOLUSI UNTUK MENGATASI JIKA JAKARTA TENGGELAM LEBIH CEPAT KARENA JAKARTA INI DI BAWAH PERMUKAAN AIR LAUT YANG DAYA DUKUNGNYA TIDAK MAMPU LAGI APALAGI PENDUDUKNYA MAKIN PADAT,aku rakyat biasa hanya melihat kalah tujuan pemindahan ibukota ke ikn itu solusi untuk mengatasi jika jakarta tenggelam lebih cepat karena jakarta ini di bawah permukaan air laut yang daya dukungnya tidak mampu lagi apalagi penduduknya makin padat,"['aku', 'rakyat', 'biasa', 'hanya', 'melihat', 'kalah', 'tujuan', 'pemindahan', 'ibukota', 'ke', 'ikn', 'itu', 'solusi', 'untuk', 'mengatasi', 'jika', 'jakarta', 'tenggelam', 'lebih', 'cepat', 'karena', 'jakarta', 'ini', 'di', 'bawah', 'permukaan', 'air', 'laut', 'yang', 'daya', 'dukungnya', 'tidak', 'mampu', 'lagi', 'apalagi', 'penduduknya', 'makin', 'padat']",Negative
918,@ch_chotimah2 Penghianat bangsa itu yang bikin pemindahan ibukota disaat rakyat beli elpiji dan pertalite dibatasi,chotimah penghianat bangsa itu yang bikin pemindahan ibukota disaat rakyat beli elpiji dan pertalite dibatasi,"['chotimah', 'penghianat', 'bangsa', 'itu', 'yang', 'bikin', 'pemindahan', 'ibukota', 'disaat', 'rakyat', 'beli', 'elpiji', 'dan', 'pertalite', 'dibatasi']",Negative
919,"Waktu pertama kali ngerantau jauh dari ibu, ditanya gimana kerjaan, cuma bisa bilang baik dan seneng padahal mah ngerasain kerasnya ibukota bikin pengen nangis tp ditahan biar beliau ga kepikiran 🥹🥹",waktu pertama kali ngerantau jauh dari ibu ditanya gimana kerjaan cuma bisa bilang baik dan seneng padahal mah ngerasain kerasnya ibukota bikin pengen nangis tp ditahan biar beliau ga kepikiran 🥹🥹,"['waktu', 'pertama', 'kali', 'ngerantau', 'jauh', 'dari', 'ibu', 'ditanya', 'bagaimana', 'pekerjaan', 'cuma', 'bisa', 'bilang', 'baik', 'dan', 'senang', 'padahal', 'mah', 'merasai', 'kerasnya', 'ibukota', 'bikin', 'pengin', 'menangis', 'tapi', 'ditahan', 'biar', 'beliau', 'enggak', 'kepikiran', '\U0001f979\U0001f979']",Negative
920,Atulahhhh pake mobil gini jangan buat nyetir di jalanan ibukota yg macetnya gatau diri ituuuuu ya panas lah mesinnya,atulahhhh pake mobil gini jangan buat nyetir di jalanan ibukota yg macetnya gatau diri ituuuuu ya panas lah mesinnya,"['atulah', 'pakai', 'mobil', 'begini', 'jangan', 'buat', 'nyetir', 'di', 'jalanan', 'ibukota', 'yang', 'macetnya', 'enggak tau', 'diri', 'itu', 'ya', 'panas', 'lah', 'mesinnya']",Negative
921,"@ch_chotimah2 Apa yg disampaikan pak anies benar,pemindahan ibukota memang minus partisipasi publik.harusnya kalian bantah dengan data kalau memang ada partisipasi publik.",chotimah apa yg disampaikan pak anies benarpemindahan ibukota memang minus partisipasi publikharusnya kalian bantah dengan data kalau memang ada partisipasi publik,"['chotimah', 'apa', 'yang', 'disampaikan', 'pak', 'anies', 'benarpemindahan', 'ibukota', 'memang', 'minus', 'partisipasi', 'publikharusnya', 'kalian', 'bantah', 'dengan', 'data', 'kalau', 'memang', 'ada', 'partisipasi', 'publik']",Negative
922,@kartarahardja Waktu kampanye 2014  .. Jokowi emang ngomong mau bikin jalan tol seabreg darui ngutang. Th 2019 emang kampanye mau pindahin ibukota?  No.... Semua dadakan setelah jadi presiden. Kebijakan tahu bulat... Dadakan.. Dimakan panas panas,waktu kampanye    jokowi emang ngomong mau bikin jalan tol seabreg darui ngutang th  emang kampanye mau pindahin ibukota  no semua dadakan setelah jadi presiden kebijakan tahu bulat dadakan dimakan panas panas,"['waktu', 'kampanye', 'jokowi', 'memang', 'mengomong', 'mau', 'bikin', 'jalan', 'tol', 'seabreg', 'darui', 'ngutang', 'tahu', 'memang', 'kampanye', 'mau', 'pindahin', 'ibukota', 'no', 'semua', 'dadakan', 'setelah', 'jadi', 'presiden', 'kebijakan', 'tahu', 'bulat', 'dadakan', 'dimakan', 'panas', 'panas']",Negative
923,@kartarahardja Ada ada saja balada ibukota aneh aneh orangnya,ada ada saja balada ibukota aneh aneh orangnya,"['ada', 'ada', 'saja', 'balada', 'ibukota', 'aneh', 'aneh', 'orangnya']",Negative
924,@luqmanlukmaan Berikan yg terbaik di ibukota,berikan yg terbaik di ibukota,"['berikan', 'yang', 'terbaik', 'di', 'ibukota']",Positive
925,@an_ti_ka_drun Dih..itu kan karena smpeyan juga yg buat ibukota kumuh selama 5 tahun..menjijikan,tikadrun dihitu kan karena smpeyan juga yg buat ibukota kumuh selama  tahunmenjijikan,"['tikadrun', 'dihitu', 'kan', 'karena', 'smpeyan', 'juga', 'yang', 'buat', 'ibukota', 'kumuh', 'selama', 'tahunmenjijikan']",Negative
926,"@bobby_risakotta apalgi jalur sepidah..wah itu kebijakan pengurai kemacetan jakarta yg sungguh luar biasa.. SEMPURNA.
hampir 80% pekerja di ibukota menggunakan sepidah..🤭",risakotta apalgi jalur sepidahwah itu kebijakan pengurai kemacetan jakarta yg sungguh luar biasa sempurna hampir  pekerja di ibukota menggunakan sepidah🤭,"['risakotta', 'apalagi', 'jalur', 'sepidahwah', 'itu', 'kebijakan', 'pengurai', 'kemacetan', 'jakarta', 'yang', 'sungguh', 'luar', 'biasa', 'sempurna', 'hampir', 'pekerja', 'di', 'ibukota', 'menggunakan', 'sepidah facewithhandovermouth ']",Negative
927,"@Azhar_k18 Bngun hambalang aja mngkrak duitx  raib entah kmn.. 😴😴  halusinasi mndahin ibukota..jgn²  daerah tjuan pmindahan ibukotax jg ikut²an  raib kyk duit hambalang 😂🤣😅
pepo oh pepo..",k bngun hambalang aja mngkrak duitx  raib entah kmn 😴😴  halusinasi mndahin ibukotajgn²  daerah tjuan pmindahan ibukotax jg ikut²an  raib kyk duit hambalang 😂🤣😅 pepo oh pepo,"['ke', 'bangun', 'hambalang', 'saja', 'mngkrak', 'duitx', 'raib', 'entah', 'kemana', ' sleepingface  sleepingface ', 'halusinasi', 'mndahin', 'ibukotajgn²', 'daerah', 'tjuan', 'pmindahan', 'ibukotax', 'juga', 'ikut²an', 'raib', 'kayak', 'duit', 'hambalang', ' facewithtearsofjoy  rollingonthefloorlaughing  grinningfacewithsweat ', 'pepo', 'oh', 'pepo']",Negative
928,"@sdnarm @muldirun Capital outflow dari ibukota ke daerah jalur ani2, untuk kemajuan pembangunan yg lebih merata",capital outflow dari ibukota ke daerah jalur ani untuk kemajuan pembangunan yg lebih merata,"['capital', 'outflow', 'dari', 'ibukota', 'ke', 'daerah', 'jalur', 'ani', 'untuk', 'kemajuan', 'pembangunan', 'yang', 'lebih', 'merata']",Neutral
929,"@alisyarief Wkwkwk ... Cian banget tuh warga JKT, dah buruan Sono pindah ke ibukota yg baru mumpung masih gratis jalan nya",wkwkwk  cian banget tuh warga jkt dah buruan sono pindah ke ibukota yg baru mumpung masih gratis jalan nya,"['wkwkwk', 'cian', 'banget', 'tuh', 'warga', 'jakarta', 'deh', 'buruan', 'sono', 'pindah', 'ke', 'ibukota', 'yang', 'baru', 'mumpung', 'masih', 'gratis', 'jalan', 'nya']",Positive
930,"@psi_id Bansos negara tidak kamu bahas yg malingnya dari partai ono, nyata lho wahai partai dungu @psi_id ....banjir bbrp hari di Jakarta kalian mingkem..emang partai sampah ibukota",id bansos negara tidak kamu bahas yg malingnya dari partai ono nyata lho wahai partai dungu id banjir bbrp hari di jakarta kalian mingkememang partai sampah ibukota,"['id', 'bansos', 'negara', 'tidak', 'kamu', 'bahas', 'yang', 'malingnya', 'dari', 'partai', 'sono', 'nyata', 'lho', 'wahai', 'partai', 'dungu', 'id', 'banjir', 'beberapa', 'hari', 'di', 'jakarta', 'kalian', 'mingkememang', 'partai', 'sampah', 'ibukota']",Negative
931,@AirinDatangLagi @ganjarpranowo water boom di ibukota Jateng...,water boom di ibukota jateng,"['water', 'boom', 'di', 'ibukota', 'jateng']",Neutral
932,@psi_id Partai seputar ibukota,id partai seputar ibukota,"['id', 'partai', 'seputar', 'ibukota']",Neutral
933,@Paltiwest Nggak usah sekelas Pak Anies juga tahu IKN tuh nirhistory.... ibukota negara tanpa ruh...tanpa jiwa...,nggak usah sekelas pak anies juga tahu ikn tuh nirhistory ibukota negara tanpa ruhtanpa jiwa,"['enggak', 'usah', 'sekelas', 'pak', 'anies', 'juga', 'tahu', 'ikn', 'tuh', 'nirhistory', 'ibukota', 'negara', 'tanpa', 'ruhtanpa', 'jiwa']",Negative
934,@Azhar_k18 Pindah ibukota TDK ada urgensinya di tengah keuangan negara/ APBN defisit akibat utang menggunung.,k pindah ibukota tdk ada urgensinya di tengah keuangan negara apbn defisit akibat utang menggunung,"['ke', 'pindah', 'ibukota', 'tidak', 'ada', 'urgensinya', 'di', 'tengah', 'keuangan', 'negara', 'apbn', 'defisit', 'akibat', 'utang', 'menggunung']",Negative
935,@kartarahardja Duitnya darimana pindah ibukota ?,duitnya darimana pindah ibukota,"['duitnya', 'darimana', 'pindah', 'ibukota']",Negative
936,@an_ti_ka_drun Jd beber label partai seputaran ibukota??? Bukan partai level nasional ya...,tikadrun jd beber label partai seputaran ibukota bukan partai level nasional ya,"['tikadrun', 'jadi', 'beber', 'label', 'partai', 'seputaran', 'ibukota', 'bukan', 'partai', 'level', 'nasional', 'ya']",Negative
937,@y_yumnan @giginpraginanto Maklum Partai Setan Ibukota cuma kumpulan orang2 dongo😂😂😂,yumnan  maklum partai setan ibukota cuma kumpulan orang dongo😂😂😂,"['yumnan', 'maklum', 'partai', 'setan', 'ibukota', 'cuma', 'kumpulan', 'orang', 'dongo facewithtearsofjoy  facewithtearsofjoy  facewithtearsofjoy ']",Negative
938,"@kartarahardja @ZMannaroy Belum betul otaknya bang, masa membandingkan partisipasi masyarakat tentang pembangunan proyek Pemda dengan pemindahan ibukota. Dari ruang lingkupnya saja itu jauh berbeda",belum betul otaknya bang masa membandingkan partisipasi masyarakat tentang pembangunan proyek pemda dengan pemindahan ibukota dari ruang lingkupnya saja itu jauh berbeda,"['belum', 'betul', 'otaknya', 'bang', 'masa', 'membandingkan', 'partisipasi', 'masyarakat', 'tentang', 'pembangunan', 'proyek', 'pemda', 'dengan', 'pemindahan', 'ibukota', 'dari', 'ruang', 'lingkupnya', 'saja', 'itu', 'jauh', 'berbeda']",Negative
939,@moviemenfes nah ini sih apalagi yg bukan berasal dari ibukota 🤔,nah ini sih apalagi yg bukan berasal dari ibukota 🤔,"['nah', 'ini', 'sih', 'apalagi', 'yang', 'bukan', 'berasal', 'dari', 'ibukota', ' thinkingface ']",Negative
940,"Kasian nasib Ibukota selama dipimpin Anies, Rusak
https://t.co/C6iW9S4BLA #KagagalanAniesituNyata Kepulauan Riau",kasian nasib ibukota selama dipimpin anies rusak   kepulauan riau,"['kasihan', 'nasib', 'ibukota', 'selama', 'dipimpin', 'anies', 'rusak', 'kepulauan', 'riau']",Negative
941,@kartarahardja Dah mulai kelihatan aslinya.. apa urusannya pindah ibukota dibahas oleh orang yg lebih banyak hibahnya drpd bangun memperbaiki Jakarta,dah mulai kelihatan aslinya apa urusannya pindah ibukota dibahas oleh orang yg lebih banyak hibahnya drpd bangun memperbaiki jakarta,"['deh', 'mulai', 'kelihatan', 'aslinya', 'apa', 'urusannya', 'pindah', 'ibukota', 'dibahas', 'oleh', 'orang', 'yang', 'lebih', 'banyak', 'hibahnya', 'daripada', 'bangun', 'memperbaiki', 'jakarta']",Negative
942,"@jacksparrow_us @abu_waras Lu liat sono di IKN gmn proges pembangunannya, luka kata bangun ibukota negara baru cuman 30hari jadi mikir tong mikir 😎",us waras lu liat sono di ikn gmn proges pembangunannya luka kata bangun ibukota negara baru cuman hari jadi mikir tong mikir 😎,"['us', 'waras', 'lu', 'lihat', 'sono', 'di', 'ikn', 'bagaimana', 'proges', 'pembangunannya', 'luka', 'kata', 'bangun', 'ibukota', 'negara', 'baru', 'cuman', 'hari', 'jadi', 'mikir', 'tong', 'mikir', ' smilingfacewithsunglasses ']",Negative
943,@KanaKece @infoseni_ @RajawaliIndo Jauh dr ibukota..,jauh dr ibukota,"['jauh', 'dari', 'ibukota']",Negative
944,@GENDUTBERISI @Lepaslepas @pnsdaerahjelata Jd gk usah alay flexing ngeluh yg gk sberapa lo dpt as PNS diluar ibukota ini please krn inget dan buka mata lebar² klo gk smua org bsa beruntung bisa berhasil dpt status sosial PNS kyk yg lo pada,jd gk usah alay flexing ngeluh yg gk sberapa lo dpt as pns diluar ibukota ini please krn inget dan buka mata lebar² klo gk smua org bsa beruntung bisa berhasil dpt status sosial pns kyk yg lo pada,"['jadi', 'enggak', 'usah', 'alay', 'flexing', 'ngeluh', 'yang', 'enggak', 'sberapa', 'lo', 'dapat', 'as', 'pns', 'diluar', 'ibukota', 'ini', 'please', 'karena', 'ingat', 'dan', 'buka', 'mata', 'lebar²', 'kalo', 'enggak', 'semua', 'orang', 'bisa', 'beruntung', 'bisa', 'berhasil', 'dapat', 'status', 'sosial', 'pns', 'kayak', 'yang', 'lo', 'pada']",Negative
945,@maafbangetnih semangat bersaing dengan para binan ibukota ya beb,semangat bersaing dengan para binan ibukota ya beb,"['semangat', 'bersaing', 'dengan', 'para', 'binan', 'ibukota', 'ya', 'beb']",Positive
946,"@tanyarlfes 1,5 sgt berkesan buat di ibukota 😌",sgt berkesan buat di ibukota 😌,"['sangat', 'berkesan', 'buat', 'di', 'ibukota', ' relievedface ']",Positive
947,"@BanyuBe68865977 @Mdy_Asmara1701 seperti saat menjatuhkan ahok yak

dipotong dan ahok masuk bui 
si murtad Yohanies ASUwEDAN jadi Gabener yg merusak ibukota 🤣",asmara seperti saat menjatuhkan ahok yak  dipotong dan ahok masuk bui  si murtad yohanies asuwedan jadi gabener yg merusak ibukota 🤣,"['asmara', 'seperti', 'saat', 'menjatuhkan', 'ahok', 'ya', 'dipotong', 'dan', 'ahok', 'masuk', 'bui', 'sih', 'murtad', 'yohanies', 'asuwedan', 'jadi', 'gabener', 'yang', 'merusak', 'ibukota', ' rollingonthefloorlaughing ']",Negative
948,@hs_meliala Hahaha...brarti orang2 Papua jauh lebih cerdas dibanding kaum 58% di ibukota,meliala hahahabrarti orang papua jauh lebih cerdas dibanding kaum  di ibukota,"['meliala', 'hahahabrarti', 'orang', 'papua', 'jauh', 'lebih', 'cerdas', 'dibanding', 'kaum', 'di', 'ibukota']",Negative
949,"@Garuk_s2x @Candra4smara Kemiskinan jateng sdh berkurang masa kini, eeee yg ibukota kok malahan bertambah, udah gitu nimbun bansos, opo TUMOOON,",sx  kemiskinan jateng sdh berkurang masa kini eeee yg ibukota kok malahan bertambah udah gitu nimbun bansos opo tumooon,"['sx', 'kemiskinan', 'jateng', 'sudah', 'berkurang', 'masa', 'kini', 'e', 'yang', 'ibukota', 'kok', 'malahan', 'bertambah', 'sudah', 'begitu', 'nimbun', 'bansos', 'opo', 'tumooon']",Negative
950,w suka dah gantengnya billkin sama gemini soalnya tipe ganteng yang mudah ditemui di ibukota like i knew they exist somewhere in the middle of chaosnya jaksel,w suka dah gantengnya billkin sama gemini soalnya tipe ganteng yang mudah ditemui di ibukota like i knew they exist somewhere in the middle of chaosnya jaksel,"['gue', 'suka', 'deh', 'gantengnya', 'billkin', 'sama', 'gemini', 'soalnya', 'tipe', 'ganteng', 'yang', 'mudah', 'ditemui', 'di', 'ibukota', 'like', 'i', 'knew', 'they', 'exist', 'somewhere', 'ini', 'the', 'middle', 'of', 'chaosnya', 'jaksel']",Positive
